WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,RAJ2000,DEJ2000,_RA.icrs,_DE.icrs
00121+1137,KPP3128,,2008,2016,227,227,3.0,3.2,12.28,16.22,,T,,00 12 03.58,+11 36 43.4,00 12 03.58,+11 36 43.4
00121+0203,CVR 307,,1998,2016,78,78,22.8,22.8,15.0,18.5,,V R,,00 12 02.77,+02 03 02.0,00 12 02.77,+02 03 02.0
00121-4028,LDS   2,,1964,2016,289,288,12.1,12.7,14.0,14.7,,,,00 12 01.56,-40 28 41.4,00 12 01.56,-40 28 41.4
00121-5832,RST4739,,1942,2023,283,240,0.3,0.2,8.44,8.61,-59   10,O,,00 12 05.19,-58 31 29.3,00 12 05.19,-58 31 29.3
00122+5424,HEI 418,,1984,2015,35,37,3.3,3.2,10.5,11.0,,,,00 12 11.87,+54 24 20.6,00 12 11.87,+54 24 20.6
00122+4647,A   802,,1904,2016,338,134,0.2,0.1,9.7,10.35,+45   23,NO,,00 12 10.31,+46 46 29.7,00 12 10.31,+46 46 29.7
00122+2936,CBL 563,,1997,2016,151,151,12.5,12.5,12.2,16.2,,V,,00 12 09.10,+29 35 45.2,00 12 09.10,+29 35 45.2
00122+1720,J   182,,1910,2016,34,37,3.7,4.4,10.49,13.2,+16    9,,,00 12 08.05,+17 19 40.8,00 12 08.05,+17 19 40.8
00122-0854,KPP 596,,1999,2015,133,133,5.5,5.5,13.2,13.4,,V,,00 12 14.24,-08 53 46.3,00 12 14.24,-08 53 46.3
00122-7733,TDS1340,,1991,1991,5,5,1.0,1.0,11.83,12.04,,X,,00 12 10.12,-77 33 13.2,00 12 10.12,-77 33 13.2
00123+6143,KPP4410,,2012,2016,276,280,2.0,2.0,14.4,14.5,,T,,00 12 18.41,+61 42 41.5,00 12 18.41,+61 42 41.5
00123+5702,NSN 503,,2015,2016,190,190,1.5,1.5,17.43,17.0,,T,,00 12 18.74,+57 01 41.2,00 12 18.74,+57 01 41.2
00123-2416,VOU  22,,1933,1991,231,215,0.8,0.7,10.92,11.24,-24   39,,,00 12 15.31,-24 16 02.8,00 12 15.31,-24 16 02.8
00123-2502,LDS2100,,1952,2016,103,102,56.7,60.0,16.2,18.3,,U,,00 12 14.46,-25 00 46.1,00 12 14.46,-25 00 46.1
00123-2729,LDS2101,,1954,2017,64,57,5.0,1.9,16.0,19.8,,X,!,00 12 18.00,-27 29 00.0,00 12 18.00,-27 29 00.0
00123-3128,PRO   1,,1910,2015,180,178,14.9,16.7,9.79,11.59,-32   41,,,00 12 20.24,-31 27 59.3,00 12 20.24,-31 27 59.3
00124+8312,HJ 1942,,1831,2015,340,326,18.0,25.5,8.92,12.7,+82    2,,,00 12 26.99,+83 11 44.0,00 12 26.99,+83 11 44.0
00124+4558,HDS  27,AB,1991,2014,91,132,0.1,0.2,8.66,9.89,+45   24,X,,00 12 26.38,+45 57 34.6,00 12 26.38,+45 57 34.6
00124+4558,HDS  27,AC,2014,2014,121,121,2.0,2.0,8.66,,,,,00 12 26.38,+45 57 34.6,00 12 26.38,+45 57 34.6
00124-2039,ARA1250,,1923,2016,75,39,5.9,4.4,12.0,13.7,,U,,00 12 22.44,-20 39 09.1,00 12 22.44,-20 39 09.1
00124-2113,LDS2102,,1952,2016,324,323,30.0,30.9,11.18,18.0,,,,00 12 20.97,-21 12 05.8,00 12 20.97,-21 12 05.8
00124-3523,NSN  41,,2015,2016,51,51,1.0,1.0,17.28,18.48,,T,,00 12 26.69,-35 22 58.5,00 12 26.69,-35 22 58.5
00125+7824,LOC 125,,2000,2016,126,126,26.1,26.0,17.4,18.1,,T,,00 12 28.28,+78 24 00.0,00 12 28.28,+78 24 00.0
00125+5415,TDS1341,,2016,2016,307,307,1.3,1.3,11.2,15.2,,,,00 12 27.80,+54 15 07.5,00 12 27.80,+54 15 07.5
00125+4625,D     1,,1875,2024,74,74,13.0,13.8,9.66,10.35,+45   32,,,00 13 28.96,+46 25 01.8,00 13 28.96,+46 25 01.8
00125-0534,GIC9002,,2015,2015,109,109,1.3,1.3,16.7,17.0,,,,00 12 32.18,-05 33 32.1,00 12 32.18,-05 33 32.1
00125-3219,B  1023,,1928,2023,97,162,0.4,0.4,9.51,10.86,-33   42,O,,00 12 30.94,-32 19 15.0,00 12 30.94,-32 19 15.0
00126+5455,STI1297,,1983,2015,33,33,12.6,12.4,11.05,11.85,,,,00 12 32.66,+54 55 03.1,00 12 32.66,+54 55 03.1
00126+5443,HEI 419,,1984,2015,208,210,3.0,3.7,13.5,13.7,,,,00 12 34.85,+54 43 07.6,00 12 34.85,+54 43 07.6
00126+4442,HDS  28,,1991,2016,29,38,0.8,0.8,6.64,9.72,+43   20,,,00 12 34.16,+44 42 25.9,00 12 34.16,+44 42 25.9
00126+4419,LSC   5,,2014,2019,315,314,0.6,0.6,7.0,11.9,+43   22,,,00 12 35.81,+44 18 58.7,00 12 35.81,+44 18 58.7
00126+3325,COU 650,,1971,2016,51,50,1.3,1.2,11.1,13.1,+32   15,,,00 12 35.84,+33 25 43.8,00 12 35.84,+33 25 43.8
00126+2143,BAG  19,"Aa,Ab",2001,2013,65,39,0.5,0.5,11.67,,,N,,00 12 33.52,+21 42 48.1,00 12 33.52,+21 42 48.1
00126+2143,LDS 861,AB,1936,2016,152,153,29.0,28.7,11.67,13.33,,NV,,00 12 33.52,+21 42 48.1,00 12 33.52,+21 42 48.1
00126+1118,BPM   4,,1949,2015,253,254,79.1,79.0,14.88,15.55,,NV,,00 12 34.14,+11 18 00.4,00 12 34.14,+11 18 00.4
00126-0423,GWP  28,,1954,2016,56,56,10.2,11.4,12.0,15.7,,V,,00 12 36.51,-04 23 18.6,00 12 36.51,-04 23 18.6
00126-1142,RST3343,,1938,2021,135,269,0.3,0.3,8.98,8.98,-12   14,O,,00 12 33.15,-11 41 34.7,00 12 33.15,-11 41 34.7
00127+6641,TDS1342,,1991,2016,81,70,0.4,1.2,10.84,11.04,+65   18,,,00 12 43.91,+66 41 10.0,00 12 43.91,+66 41 10.0
00127+6147,TDS1343,,1991,1991,315,315,0.5,0.5,11.09,11.43,,X,,00 12 43.14,+61 47 05.7,00 12 43.14,+61 47 05.7
00127+5801,STI1299,AB,1911,2015,313,320,12.6,12.6,11.7,12.6,,,,00 12 42.34,+58 01 27.3,00 12 42.34,+58 01 27.3
00127+5801,STI1299,BC,2000,2015,313,312,7.3,7.4,12.6,14.3,,,,00 12 41.29,+58 01 36.8,00 12 41.29,+58 01 36.8
00127+5603,STI1298,,1917,2015,115,112,14.9,16.8,13.3,13.3,,,,00 12 36.15,+56 03 34.1,00 12 36.15,+56 03 34.1
00127+0459,OCC 774,,1990,1990,-1,-1,0.1,0.1,10.0,10.0,+04   16,,,00 12 44.98,+04 58 31.1,00 12 44.98,+04 58 31.1
00127-1251,LDS5264,,1960,2016,309,308,27.0,27.1,12.6,14.12,,,,00 12 43.50,-12 51 25.0,00 12 43.50,-12 51 25.0
00127-2707,BRT2841,,1912,2015,347,281,4.0,30.3,12.81,12.89,-27   35,X B,,00 12 36.71,-27 06 39.1,00 12 36.71,-27 06 39.1
00128+6149,DAM 622,,1999,2018,48,47,6.9,7.0,11.2,14.0,,V,,00 12 49.58,+61 48 30.2,00 12 49.58,+61 48 30.2
00128+0523,HDO   4,,1868,2015,180,174,15.0,41.5,11.16,13.6,+04   17,,,00 12 49.75,+05 23 24.0,00 12 49.75,+05 23 24.0
00128-3329,CBL 564,,1998,2015,359,358,19.1,19.1,14.9,16.8,,V,,00 12 47.81,-33 29 28.3,00 12 47.81,-33 29 28.3
00129+6150,ES 1865,AB,1913,2018,122,122,25.9,23.9,9.77,10.98,+61   14,,,00 12 56.01,+61 50 31.5,00 12 56.01,+61 50 31.5
00129+6150,ES 1865,AD,1971,2018,74,77,37.7,37.3,9.77,13.05,,,,00 12 56.01,+61 50 31.5,00 12 56.01,+61 50 31.5
00129+6150,FYM 204,AE,1999,2018,331,330,33.0,33.5,9.77,13.6,,,,00 12 56.01,+61 50 31.5,00 12 56.01,+61 50 31.5
00129+6150,ES 1865,BC,1913,2015,172,179,3.0,3.6,10.5,10.6,,,,00 12 58.90,+61 50 18.9,00 12 58.90,+61 50 18.9
00129+5654,STI1300,,1911,2016,342,349,9.2,10.0,11.57,11.64,,,,00 12 55.17,+56 54 11.9,00 12 55.17,+56 54 11.9
00129+1416,GRV  14,,1921,2016,177,177,36.6,36.6,12.01,13.46,,,,00 12 55.59,+14 16 53.1,00 12 55.59,+14 16 53.1
00130+8235,LOC 128,,2000,2016,319,319,25.1,24.6,12.9,15.3,,T,,00 13 01.49,+82 34 35.8,00 13 01.49,+82 34 35.8
00130+4806,TDS1344,,1991,2019,104,104,0.5,0.7,11.35,11.61,,,,00 13 00.27,+48 06 23.7,00 13 00.27,+48 06 23.7
00130+0257,A  2001,,1909,2011,150,150,0.3,0.3,9.3,9.7,+02   16,N,,00 13 00.45,+02 56 58.8,00 13 00.45,+02 56 58.8
00131+5550,TDS   6,,1991,1991,111,111,0.9,0.9,11.03,12.36,,X,,00 13 05.20,+55 49 37.4,00 13 05.20,+55 49 37.4
00131+5130,CBL 565,,1998,2016,1,1,5.9,5.9,14.7,16.8,,V,,00 13 08.02,+51 29 47.9,00 13 08.02,+51 29 47.9
00131+5112,KPP3129,,1953,2016,102,99,12.7,13.3,18.0,19.65,,T,,00 13 03.63,+51 11 41.9,00 13 03.63,+51 11 41.9
00131+4059,COU1201,,1975,2016,170,171,1.6,1.9,10.76,12.0,+40   24,T,,00 13 07.39,+40 59 45.8,00 13 07.39,+40 59 45.8
00131+3521,BU  864,,1880,2016,139,141,1.6,2.4,9.38,12.8,+34   12,,,00 13 03.92,+35 20 31.1,00 13 03.92,+35 20 31.1
00131-4128,WIS   4,,1999,2015,209,208,144.6,144.7,15.3,16.2,,V R,,00 13 03.04,-41 27 35.5,00 13 03.04,-41 27 35.5
00131-7950,UC  335,,1998,2016,305,304,10.7,10.6,12.4,16.0,,V R,,00 13 04.17,-79 50 26.9,00 13 04.17,-79 50 26.9
00132+5716,STI1302,AB,1911,2015,85,62,9.0,10.3,13.3,13.3,,,,00 13 13.53,+57 16 09.5,00 13 13.53,+57 16 09.5
00132+5716,BKO   2,AC,1998,2015,153,153,17.7,17.6,13.3,12.0,,,,00 13 13.53,+57 16 09.5,00 13 13.53,+57 16 09.5
00132+4723,TDS1345,,1991,2021,295,294,5.5,6.0,11.38,12.25,,,,00 13 10.80,+47 23 07.2,00 13 10.80,+47 23 07.2
00132+3714,TDS1346,,1991,2019,171,170,1.6,1.6,12.19,12.83,,,,00 13 12.08,+37 13 45.1,00 13 12.08,+37 13 45.1
00132+2402,POU   9,,1898,2021,61,59,5.8,6.1,13.7,13.8,,,,00 13 10.35,+24 02 30.1,00 13 10.35,+24 02 30.1
00132+2023,HDS  29,,1991,2016,181,163,0.4,0.8,10.76,12.24,+19   20,O,,00 13 09.03,+20 22 56.7,00 13 09.03,+20 22 56.7
00132+2002,UC  336,,1998,2015,106,106,19.8,19.8,15.2,15.3,,V R,,00 13 09.92,+20 01 36.2,00 13 09.92,+20 01 36.2
00132+1511,BUP   3,AB,1835,2013,300,286,181.0,164.1,2.8,12.66,+14   14,N,,00 13 14.15,+15 11 01.0,00 13 14.15,+15 11 01.0
00132+1511,BUP   3,BC,1879,2015,199,195,21.0,20.1,12.66,13.3,,N,,00 13 03.23,+15 11 43.6,00 13 03.23,+15 11 43.6
00132+1144,HDS  30,,1991,2012,252,261,0.3,0.3,10.48,11.68,+10   16,,,00 13 11.70,+11 43 34.9,00 13 11.70,+11 43 34.9
00132+0823,PLQ   4,,1891,2016,156,159,10.4,10.5,10.12,13.5,+07   17,,,00 13 14.36,+08 22 43.3,00 13 14.36,+08 22 43.3
00132+0608,CVR1030,,2000,2016,139,138,3.4,3.4,18.0,18.5,,R,,00 13 14.72,+06 08 29.7,00 13 14.72,+06 08 29.7
00132+0536,PLQ   3,AB,1910,2015,202,202,48.2,47.0,13.69,14.57,,N,,00 13 12.35,+05 36 23.7,00 13 12.35,+05 36 23.7
00132+0536,SKF 211,AC,1998,2015,229,228,62.0,65.4,13.69,10.87,,N,,00 13 12.35,+05 36 23.7,00 13 12.35,+05 36 23.7
00132+0536,SKF 211,CD,1998,2015,49,47,5.1,5.3,10.6,15.5,,N,,00 13 09.20,+05 35 43.0,00 13 09.20,+05 35 43.0
00132-1711,HJ 1944,,1830,2015,346,335,60.0,66.4,7.69,9.03,-17   17,N,,00 13 13.66,-17 11 04.9,00 13 13.66,-17 11 04.9
00132-2134,LDS2103,,1952,2015,95,96,14.0,14.5,17.6,20.5,,,,00 13 05.36,-21 33 20.4,00 13 05.36,-21 33 20.4
00132-3021,HDS  31,,1977,2015,213,220,12.0,11.9,10.6,13.65,-31   59,,,00 13 11.97,-30 20 59.5,00 13 11.97,-30 20 59.5
00132-3942,RST1181,,1931,2016,221,216,0.7,0.8,11.36,11.62,-40   32,,,00 13 11.67,-39 42 21.6,00 13 11.67,-39 42 21.6
00132-5219,LDS   3,,1975,2015,165,165,269.9,269.1,11.75,13.64,,,,00 13 12.32,-52 18 11.0,00 13 12.32,-52 18 11.0
00132-6356,UC  337,,1998,2015,42,43,51.3,50.8,13.6,16.5,,V,,00 13 13.70,-63 56 02.3,00 13 13.70,-63 56 02.3
00133+6919,KUI   1,AB,1935,2016,319,278,0.7,0.7,13.31,13.36,,N,,00 13 14.64,+69 19 39.3,00 13 14.64,+69 19 39.3
00133+6919,JNN 248,BC,2012,2012,89,89,0.9,0.8,12.6,14.0,,N,,00 13 15.85,+69 19 37.6,00 13 15.85,+69 19 37.6
00133+5150,ES  748,,1909,2021,359,359,10.5,10.0,8.05,12.2,+51   23,,,00 13 15.85,+51 49 58.8,00 13 15.85,+51 49 58.8
00133+4636,ES 1194,,1902,2020,290,293,3.7,5.2,10.7,11.4,+45   28,,,00 13 22.22,+46 36 57.0,00 13 22.22,+46 36 57.0
00133+4013,ES  152,,1892,2021,103,106,6.9,7.5,8.98,12.5,+39   27,,,00 13 18.96,+40 13 14.0,00 13 18.96,+40 13 14.0
00133+0610,OCC 867,,1992,1992,-1,-1,0.1,0.1,9.6,9.6,+05   14,,,00 13 20.71,+06 09 42.1,00 13 20.71,+06 09 42.1
00133-1055,BRT2622,,1900,2016,53,55,4.0,3.8,11.6,12.9,-11   26,,,00 13 18.99,-10 54 31.3,00 13 18.99,-10 54 31.3
00133-2037,B  1905,,1930,2016,110,110,3.1,3.1,7.51,12.0,-21   15,,,00 13 18.28,-20 37 07.7,00 13 18.28,-20 37 07.7
00133-3242,TDS1347,,1991,1991,2,2,0.7,0.7,11.55,11.68,-33   46,X,,00 13 18.35,-32 41 38.6,00 13 18.35,-32 41 38.6
00134+5716,STI1303,,1911,2015,210,211,12.0,11.3,11.95,12.6,,,,00 13 21.99,+57 15 56.5,00 13 21.99,+57 15 56.5
00134+5342,TDS1348,,1991,1991,34,34,0.6,0.6,11.31,11.42,,X,,00 13 21.31,+53 42 21.8,00 13 21.31,+53 42 21.8
00134+3859,BRT2196,,1928,2020,0,358,5.1,5.2,10.97,11.4,,N,,00 13 23.17,+38 59 37.9,00 13 23.17,+38 59 37.9
00134+3801,ES 2445,,1929,2016,78,80,8.9,9.0,11.1,11.3,,N,,00 13 26.42,+38 02 36.9,00 13 26.42,+38 02 36.9
00134+2659,STT   2,AB,1843,2021,42,154,0.6,0.5,6.77,7.67,+26   13,NO,,00 13 23.93,+26 59 15.4,00 13 23.93,+26 59 15.4
00134+2659,STT   2,"AB,C",1828,2016,222,224,18.0,18.0,6.3,10.37,,NV,,00 13 23.93,+26 59 15.4,00 13 23.93,+26 59 15.4
00134+0604,CVR 308,,2000,2016,212,213,8.9,8.9,15.7,18.7,,V R,,00 13 25.22,+06 04 06.1,00 13 25.22,+06 04 06.1
00134+0226,TDS   7,,1991,2016,27,37,1.5,1.7,11.24,11.92,+01   19,,,00 13 24.98,+02 26 18.9,00 13 24.98,+02 26 18.9
00134-2039,SKF2138,,1998,2016,93,94,3.0,3.1,17.6,18.1,,V,,00 13 24.10,-20 38 56.3,00 13 24.10,-20 38 56.3
00134-2717,LDS2104,,1954,2015,347,339,68.0,75.3,15.5,20.8,,I,,00 13 19.20,-27 17 40.9,00 13 19.20,-27 17 40.9
00135+6247,STI  23,,1908,2015,153,152,12.4,12.7,12.1,12.7,,,,00 13 31.29,+62 47 12.3,00 13 31.29,+62 47 12.3
00135+6020,TDS1349,,1991,1991,110,110,1.1,1.1,11.73,12.02,,X,,00 13 31.66,+60 19 41.2,00 13 31.66,+60 19 41.2
00135+5633,STI1304,,1911,2015,103,109,12.0,12.8,11.83,12.8,,,,00 13 26.89,+56 33 50.2,00 13 26.89,+56 33 50.2
00135+3808,CBL 566,,1998,2016,79,79,10.3,10.3,13.7,16.3,,V,,00 13 29.57,+38 07 30.9,00 13 29.57,+38 07 30.9
00135+0628,OCC 875,,1993,1993,-1,-1,0.1,0.1,9.6,9.6,+05   15,,,00 13 28.27,+06 27 33.8,00 13 28.27,+06 27 33.8
00135+0508,CVR 309,,1998,2015,182,182,21.1,21.1,15.3,17.3,,V R,,00 13 29.64,+05 08 32.3,00 13 29.64,+05 08 32.3
00135-0009,HJ  618,,1827,2015,245,251,2.0,5.3,11.87,11.94,-00   17,NV,,00 13 28.39,-00 08 53.8,00 13 28.39,-00 08 53.8
00135-1155,KPP2679,,2015,2016,331,330,1.2,1.2,14.41,16.49,,T,,00 13 29.99,-11 54 39.1,00 13 29.99,-11 54 39.1
00135-3650,HDS  32,,1991,2023,282,233,0.2,0.2,11.35,11.93,-37   34,O,,00 13 29.10,-36 49 43.0,00 13 29.10,-36 49 43.0
00135-5924,UC  338,,1998,2016,228,228,102.6,102.6,12.3,15.7,,V R,,00 13 28.36,-59 23 43.2,00 13 28.36,-59 23 43.2
00136+6113,STI  24,,1903,2015,96,109,4.5,3.5,13.7,13.7,,,,00 13 37.09,+61 13 44.0,00 13 37.09,+61 13 44.0
00136+5245,RAO 523,AB,2014,2014,94,94,0.9,0.9,11.7,15.1,,WR,,00 13 38.41,+52 45 05.0,00 13 38.41,+52 45 05.0
00136+4412,A  1254,,1906,2021,272,272,1.4,1.3,9.48,10.2,+43   24,,,00 13 36.51,+44 11 43.0,00 13 36.51,+44 11 43.0
00136+2828,MLB 553,,1898,2015,43,44,7.9,7.9,11.04,11.3,+27   18,,,00 13 33.55,+28 27 33.9,00 13 33.55,+28 27 33.9
00136+2803,SKF1599,,2008,2015,159,159,3.3,3.4,17.6,18.7,,,,00 13 30.05,+28 09 46.3,00 13 30.05,+28 09 46.3
00136+1356,LDS1073,AB,1961,2016,288,252,21.0,21.5,10.56,17.5,+13   18,N,,00 13 40.32,+13 56 55.5,00 13 40.32,+13 56 55.5
00136+1356,LDS1073,AC,1962,2015,21,6,25.0,25.2,10.56,17.8,,N,,00 13 40.32,+13 56 55.5,00 13 40.32,+13 56 55.5
00136+0640,OCC 870,,1992,1992,-1,-1,0.1,0.1,9.7,9.7,+05   17,,,00 13 37.24,+06 40 22.6,00 13 37.24,+06 40 22.6
00136-2202,ARA1599,,1921,2016,120,118,6.2,6.3,10.92,12.5,-22   27,,,00 13 34.34,-22 01 32.8,00 13 34.34,-22 01 32.8
00136-4340,DON   1,,1929,2016,250,249,1.5,2.1,10.42,14.6,-44   37,S,,00 13 34.05,-43 39 35.4,00 13 34.05,-43 39 35.4
00137+8038,LDS1503,,1965,2016,127,126,13.0,12.8,11.15,16.88,,V,,00 13 38.69,+80 39 56.9,00 13 38.69,+80 39 56.9
00137+7702,MLR 283,,1971,2016,229,227,0.9,1.4,9.84,12.06,,N,,00 13 40.58,+77 02 10.9,00 13 40.58,+77 02 10.9
00137+5558,STI1305,,1917,2015,131,129,10.2,10.4,12.5,12.5,,,,00 13 40.95,+55 58 04.4,00 13 40.95,+55 58 04.4
00137+4934,STF   9,,1830,2020,166,165,20.0,20.0,9.34,9.25,+48   41,N,,00 13 44.16,+49 33 32.0,00 13 44.16,+49 33 32.0
00137+4656,BRT  63,,1903,2016,311,309,4.6,5.6,10.4,10.6,,,,00 13 47.05,+46 55 39.3,00 13 47.05,+46 55 39.3
00137+4207,TDS1351,,1991,1991,172,172,0.6,0.6,11.71,11.72,+41   21,X,,00 13 44.08,+42 06 40.6,00 13 44.08,+42 06 40.6
00137+1838,A  2201,AB,1910,2016,196,199,1.1,1.2,8.26,11.33,+17   17,,,00 13 43.02,+18 38 08.6,00 13 43.02,+18 38 08.6
00137+1838,STE   3,"AB,C",1983,2016,137,146,21.9,21.3,8.26,13.0,,U,,00 13 43.02,+18 38 08.6,00 13 43.02,+18 38 08.6
00137+1537,BPM   5,,1949,2015,115,115,97.1,97.0,14.71,16.18,,NV,,00 13 41.29,+15 37 01.4,00 13 41.29,+15 37 01.4
00137+1120,LDS 862,,1936,2015,271,269,90.0,93.0,11.3,13.93,,,,00 13 38.99,+11 20 51.1,00 13 38.99,+11 20 51.1
00137+0750,GRV  15,,1919,2015,220,220,53.7,54.0,11.91,12.04,,,,00 13 46.27,+07 50 25.0,00 13 46.27,+07 50 25.0
00137+0635,BU  998,,1881,2017,115,108,1.0,1.3,9.3,9.54,+05   18,,,00 13 40.52,+06 34 49.2,00 13 40.52,+06 34 49.2
00137-3224,LDS5265,,1960,1960,111,111,3.0,3.0,15.2,15.3,,,,00 13 34.16,-32 24 03.2,00 13 34.16,-32 24 03.2
00138+7243,KPP4411,,1897,2015,222,223,17.9,17.8,10.1,12.6,,T,,00 13 45.43,+72 43 09.6,00 13 45.43,+72 43 09.6
00138+7233,MLR 282,AB,1971,2012,165,167,0.4,0.4,9.82,9.97,+71    8,N,,00 13 45.73,+72 33 10.3,00 13 45.73,+72 33 10.3
00138+7233,MLR 282,"AB,C",1897,2021,328,330,34.8,33.3,9.25,12.8,,NU,,00 13 45.73,+72 33 10.3,00 13 45.73,+72 33 10.3
00138+7233,BUP   2,"AB,D",1879,2016,241,241,230.3,230.0,9.25,11.49,,NU,,00 13 45.73,+72 33 10.3,00 13 45.73,+72 33 10.3
00138+7233,SKF2748,"AB,G",1954,2015,198,194,8.4,8.7,9.25,13.5,,N,,00 13 45.73,+72 33 10.3,00 13 45.73,+72 33 10.3
00138+7233,BUP   2,DE,1879,2015,239,238,62.7,57.5,11.49,12.61,,N,,00 13 01.02,+72 31 19.0,00 13 01.02,+72 31 19.0
00138+7233,BUP   2,DF,1910,2015,195,195,213.8,212.6,11.49,9.75,+71    6,N,,00 13 01.02,+72 31 19.0,00 13 01.02,+72 31 19.0
00138+4801,TDS1352,,1991,2019,292,291,2.3,2.3,10.58,13.04,+47   30,,,00 13 45.50,+48 00 36.2,00 13 45.50,+48 00 36.2
00138+4648,ROE  59,AB,1903,2015,212,214,12.5,12.2,10.78,11.4,+45   33,,,00 13 51.86,+46 47 54.2,00 13 51.86,+46 47 54.2
00138+4648,ROE  59,AC,1902,2015,13,15,105.0,104.7,10.78,10.43,,,,00 13 51.86,+46 47 54.2,00 13 51.86,+46 47 54.2
00138+3612,BU 1341,AB,1903,2018,318,319,20.9,20.5,10.39,11.63,+35   28,N,,00 13 47.30,+36 12 16.2,00 13 47.30,+36 12 16.2
00138+3612,BU 1341,AC,1903,2016,227,228,177.7,181.8,10.39,8.21,,N,,00 13 47.30,+36 12 16.2,00 13 47.30,+36 12 16.2
00138+0812,TOK 360,,2000,2015,304,303,6.2,6.2,7.4,12.0,+07   18,NV,,00 13 45.70,+08 11 36.6,00 13 45.70,+08 11 36.6
00138-7442,HJ 3353,,1835,2015,286,299,12.0,31.7,9.41,12.15,-75   15,NL U,,00 13 53.01,-74 41 17.8,00 13 53.01,-74 41 17.8
00139+6323,BU 1309,AB,1903,2016,170,170,1.7,2.0,11.28,11.97,,N,,00 13 59.71,+63 24 19.1,00 13 59.71,+63 24 19.1
00139+6323,HJ 1006,AC,1828,2015,270,259,3.5,9.3,11.28,12.1,,N,,00 13 59.71,+63 24 19.1,00 13 59.71,+63 24 19.1
00139+6323,BU 1309,AD,1903,2015,130,130,74.0,74.1,11.28,10.69,,N,,00 13 59.71,+63 24 19.1,00 13 59.71,+63 24 19.1
00139+6023,STI  25,,1903,2015,224,219,2.5,3.5,10.6,12.3,,,,00 13 54.81,+60 23 19.6,00 13 54.81,+60 23 19.6
00139+1938,J   216,,1894,2016,167,166,3.0,3.7,10.3,10.8,,,,00 13 48.20,+19 38 04.3,00 13 48.20,+19 38 04.3
00139+1518,GII 113,"Aa,Ab",2013,2013,203,203,0.8,0.8,14.9,14.9,,N,,00 13 41.62,+15 20 39.7,00 13 41.62,+15 20 39.7
00139+1518,LDS1074,AB,1962,2016,243,237,5.0,4.9,14.14,15.88,,N,,00 13 41.62,+15 20 39.7,00 13 41.62,+15 20 39.7
00139+0402,UC  339,,1998,2015,208,208,47.6,47.7,10.28,15.77,,V,,00 13 53.11,+04 01 53.8,00 13 53.11,+04 01 53.8
00139-0429,LDS9087,,1999,2015,29,45,4.1,4.0,17.9,18.3,,N,,00 13 59.08,-04 29 09.8,00 13 59.08,-04 29 09.8
00139-1130,HJ 1945,,1831,2016,323,298,15.0,19.8,11.4,12.9,-12   22,U,,00 14 04.42,-11 28 56.7,00 14 04.42,-11 28 56.7
00140+4401,BRT  64,,1893,2017,131,132,4.9,4.8,12.52,13.4,,B,,00 14 06.78,+44 00 36.4,00 14 06.78,+44 00 36.4
00140+2837,BRT 117,AB,1898,2015,73,68,4.1,5.5,10.85,11.8,+27   20,N,,00 13 57.86,+28 37 06.1,00 13 57.86,+28 37 06.1
00140+2837,MLB 554,AC,1928,2015,48,49,24.0,29.3,10.85,13.29,,N,,00 13 57.86,+28 37 06.1,00 13 57.86,+28 37 06.1
00140+2822,LDS3139,,1960,2016,310,310,2.0,2.0,16.9,16.3,,,,00 14 01.49,+28 22 51.8,00 14 01.49,+28 22 51.8
00140+2527,POU  11,,1898,2021,316,305,3.8,6.1,13.09,13.5,,,,00 13 56.40,+25 27 14.6,00 13 56.40,+25 27 14.6
00140+2507,POU  10,AB,1898,2015,176,185,6.9,6.7,13.5,15.2,,,,00 13 55.47,+25 06 55.7,00 13 55.47,+25 06 55.7
00140+2507,POU  10,AB,2013,2013,269,269,17.4,17.4,13.5,18.8,,,,00 13 55.47,+25 06 55.7,00 13 55.47,+25 06 55.7
00140+1539,ITF  22,,1949,2015,291,292,20.5,20.2,13.3,14.2,,U,,00 14 00.44,+15 39 07.2,00 14 00.44,+15 39 07.2
00140+1401,BRT1165,,1906,2016,143,140,3.1,3.7,10.3,10.3,+13   22,,,00 13 57.64,+14 01 35.0,00 13 57.64,+14 01 35.0
00140-1109,SKF1657,,1994,2016,89,77,1.4,1.5,18.2,16.5,,,,00 13 59.40,-11 08 38.6,00 13 59.40,-11 08 38.6
00140-1815,BFR   2,,1998,2013,203,203,118.1,118.1,9.57,15.04,,NU K,,00 14 02.10,-18 14 58.0,00 14 02.10,-18 14 58.0
00141+7601,STTA  1,,1875,2018,102,103,77.1,73.2,7.39,7.81,+75    4,N,,00 14 02.61,+76 01 37.2,00 14 02.61,+76 01 37.2
00141+4919,HU  504,,1902,2021,261,261,2.2,2.2,10.19,11.02,+48   44,Y,,00 14 01.53,+49 18 59.0,00 14 01.53,+49 18 59.0
00141+3957,ES 2544,,1928,2015,90,93,6.5,4.6,11.57,13.4,,N,,00 14 09.37,+39 57 16.9,00 14 09.37,+39 57 16.9
00141+1207,A  1802,,1908,2016,148,148,1.8,2.0,10.5,13.2,+11   19,,,00 14 06.84,+12 07 19.0,00 14 06.84,+12 07 19.0
00141-0002,BAG  35,,2009,2009,198,198,0.2,0.2,8.6,12.3,-00   21,,,00 14 04.06,-00 02 00.1,00 14 04.06,-00 02 00.1
