main_id,ra,dec,otype
[AFR2020] NGC5907 GC272,228.87984,56.49966,GlC
[AFR2020] NGC5907 GC273,229.18738000000002,56.487816,GlC
[AFR2020] NGC5907 GC274,228.96045999999998,56.496593,GlC
[AFR2020] NGC5907 GC275,228.80428999999998,56.492733,GlC
[AFR2020] NGC5907 GC276,229.136,56.49315,GlC
[AFR2020] NGC5907 GC277,228.96926999999997,56.49223,GlC
[AFR2020] NGC5907 GC278,229.05463999999998,56.468636,GlC
[AFR2020] NGC5907 GC279,229.043,56.491318,GlC
[AFR2020] NGC5907 GC280,228.84146,56.471176,GlC
[AFR2020] NGC5907 GC281,228.73418,56.48898700000001,GlC
[AFR2020] NGC5907 GC282,229.02796999999998,56.486404,GlC
[AFR2020] NGC5907 GC283,229.07871999999998,56.48771000000001,GlC
[AFR2020] NGC5907 GC284,229.10589999999996,56.485554,GlC
[AFR2020] NGC5907 GC285,228.86445999999998,56.480576,GlC
[AFR2020] NGC5907 GC286,228.76412999999997,56.48022,GlC
[AFR2020] NGC5907 GC287,228.68876999999998,56.47564299999999,GlC
[AFR2020] NGC5907 GC288,228.95838999999998,56.474945,GlC
[AFR2020] NGC5907 GC289,229.10390999999998,56.472454,GlC
[AFR2020] NGC5907 GC290,228.83209999999997,56.46678,GlC
[AFR2020] NGC5907 GC291,228.8522,56.46929999999999,GlC
[AFR2020] NGC5907 GC292,229.01945,56.468323,GlC
[AFR2020] NGC5907 GC293,228.73132,56.468605,GlC
[AFR2020] NGC5907 GC294,228.74254,56.4667,GlC
[AFR2020] NGC5907 GC295,228.98173999999997,56.46707,GlC
[AFR2020] NGC5907 GC296,228.83622999999997,56.464935000000004,GlC
Hanes   II-9,187.47029166666664,7.965222222222222,GlC
[AFR2020] NGC5907 GC297,228.84037999999998,56.462680000000006,GlC
[AFR2020] NGC5907 GC298,228.81877,56.45931,GlC
[AFR2020] NGC5907 GC299,228.90615999999997,56.455727,GlC
[AFR2020] NGC5907 GC300,228.69924999999998,56.455433,GlC
[AFR2020] NGC5907 GC301,228.68603999999996,56.414433,GlC
[AFR2020] NGC5907 GC302,229.07642999999996,56.414383,GlC
