WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,framework_id,frame_hash
00177+5126,RBR  22,AD,2008,2008,317,317,16.3,16.3,6.37,12.5,0,N  K,0,00 17 43.06,+51 25 59.1,00 17 43.06,+51 25 59.1,-7612701899579003863,-2161070267144828966
00177+4934,TDS   9,0,1991,2016,108,213,0.9,1.0,11.19,11.62,0,0,0,00 17 43.66,+49 34 27.8,00 17 43.66,+49 34 27.8,-8314506218047952105,3931228645020696869
00177+2630,BUP   5,AB,1895,2017,199,201,80.5,77.5,10.52,12.27,+25   26,S,0,00 17 42.90,+26 28 22.4,00 17 42.90,+26 28 22.4,3045858432867678871,-1038720928222025558
00177+2630,BUP   5,AC,1895,2014,352,358,123.5,140.7,10.52,11.39,0,L,0,00 17 42.90,+26 28 22.4,00 17 42.90,+26 28 22.4,7993049785317250375,5333277698033206250
00177+2630,BUP   5,CD,1989,2014,220,221,94.8,96.2,11.39,13.05,0,U,0,00 17 42.49,+26 30 40.9,00 17 42.49,+26 30 40.9,5573294919870900492,3464624817324874169
00177+1217,LDS1076,0,1962,2016,223,26,1.9,0.9,17.5,18.5,0,0,0,00 17 32.33,+12 17 58.4,00 17 32.33,+12 17 58.4,4729811277690102468,4211266109702018483
00177+0119,OCC 728,0,1987,1987,-1,-1,0.1,0.1,9.8,9.8,+00   27,0,0,00 17 41.48,+01 19 25.7,00 17 41.48,+01 19 25.7,224652504904201287,-3421114539946169169
00177-2726,LDS2111,0,1954,2015,117,118,126.0,122.6,17.8,18.5,0,0,0,00 17 40.03,-27 24 16.7,00 17 40.03,-27 24 16.7,8937355047499713246,-3503091533945664492
00177-3428,LDS3148,0,1960,2015,357,0,32.0,28.8,12.35,16.16,0,0,0,00 17 44.07,-34 28 58.6,00 17 44.07,-34 28 58.6,-2219427896230816115,-5120015200250805214
00178+5013,TDS1385,0,1991,1991,87,87,0.8,0.8,11.99,12.0,0,X,0,00 17 47.87,+50 12 45.8,00 17 47.87,+50 12 45.8,5682143534444747887,2084665471387986249
00178+3035,MLB 632,0,1931,2016,270,270,2.0,1.7,10.0,11.0,0,I,0,00 17 48.71,+30 35 34.5,00 17 48.71,+30 35 34.5,8968233186529748823,-5315118588983258185
00178+1620,TOK 646,0,1998,2016,233,232,20.2,20.1,7.21,17.2,+15   39,NV,0,00 17 49.98,+16 19 51.6,00 17 49.98,+16 19 51.6,-3122881227810270217,-4012432153814678339
00178+1535,SLW  15,0,1949,2016,171,171,37.0,37.1,18.2,19.0,0,V R,0,00 17 50.68,+15 35 02.3,00 17 50.68,+15 35 02.3,-130356045659256792,5612535091041283129
00178+0345,HDO  11,0,1868,2015,294,289,40.0,34.4,9.69,12.13,+02   28,0,0,00 17 47.92,+03 44 44.8,00 17 47.92,+03 44 44.8,-7504197905732562187,-3925296176492679593
00178-0316,GKM9005,"Aa,Ab",2021,2021,85,85,1.3,1.3,10.4,12.3,-04   24,WR,0,00 17 47.10,-03 16 28.3,00 17 47.10,-03 16 28.3,-8588907047192215546,-8374233599619939753
00178-0717,GWP  36,0,1996,2015,160,160,55.8,56.0,12.28,15.3,0,V,0,00 17 48.91,-07 17 03.8,00 17 48.91,-07 17 03.8,8110252874424044278,-8046390310546121942
00178-1436,SKF 298,0,1994,2016,28,28,4.4,4.4,10.7,14.7,-15   47,V,0,00 17 48.32,-14 36 23.5,00 17 48.32,-14 36 23.5,-7229957849262530898,-4744922354769301005
00178-3807,TOI 242,0,2019,2019,164,164,0.8,0.8,13.1,15.1,0,0,0,00 17 48.35,-38 06 38.9,00 17 48.35,-38 06 38.9,-7755249981141412668,5368948059814471423
00179+5752,TDS1386,0,1991,1991,61,61,0.7,0.7,11.79,12.54,0,X,0,00 17 51.24,+57 52 04.3,00 17 51.24,+57 52 04.3,-8596372337212727793,8849358300080690261
00179+3435,HDS  41,0,1991,2010,285,284,0.5,0.5,8.62,11.54,+33   24,0,0,00 17 56.93,+34 34 32.1,00 17 56.93,+34 34 32.1,-914825241297067031,2148869726963882815
00179-2624,LDS2112,0,1954,2016,344,345,8.5,7.9,16.1,17.4,0,0,0,00 17 54.26,-26 21 57.5,00 17 54.26,-26 21 57.5,-1404881881920508233,8740053355334148636
00179-4917,UC  348,0,1998,2015,310,310,100.1,99.6,9.8,15.9,0,V,0,00 17 51.43,-49 17 26.4,00 17 51.43,-49 17 26.4,4102267347810045006,5792654630437210505
00180+5517,STI1315,0,1912,2016,107,106,12.5,12.0,12.56,12.6,0,0,0,00 18 00.11,+55 17 44.7,00 18 00.11,+55 17 44.7,932840215422499419,-5728301920425636293
00180+2057,LDS 864,0,1894,2017,232,232,9.3,9.3,10.4,12.77,0,N,0,00 17 59.17,+20 57 24.5,00 17 59.17,+20 57 24.5,-2470498633615777439,5079984217604609401
00180+0931,AG    1,0,1891,2016,211,210,11.7,11.8,9.21,10.07,+08   28,NV,0,00 18 00.66,+09 30 53.1,00 18 00.66,+09 30 53.1,-3691504429931067820,-3871944809086689775
00180-0102,GRV 973,0,1998,2015,163,163,23.1,23.0,15.7,17.5,0,0,0,00 18 35.66,-01 02 08.2,00 18 35.66,-01 02 08.2,-1891964258668781961,3730824818102996253
00180-1327,LLO   2,0,2001,2002,87,87,1.3,1.4,4.99,7.8,-14   42,V K,0,00 17 58.87,-13 27 20.3,00 17 58.87,-13 27 20.3,-7416536154633778036,4755607100196795134
00180-1942,LDS  10,AB,1920,2015,225,254,17.0,16.0,11.97,13.7,0,V,0,00 17 58.49,-19 41 47.4,00 17 58.49,-19 41 47.4,6123546545095485382,-729390538411424364
00180-1942,ARA2324,AC,1920,2016,318,315,12.8,27.0,11.97,13.35,0,U,0,00 17 58.49,-19 41 47.4,00 17 58.49,-19 41 47.4,7546093605581156178,-6954802429275483254
00180-5037,KPP2849,0,1998,2016,87,88,4.2,4.3,14.31,16.34,0,T,0,00 17 59.74,-50 36 39.1,00 17 59.74,-50 36 39.1,-7833205922507897885,582253762740507810
00181+5800,STI1316,0,1911,2015,248,260,11.3,17.9,9.53,13.2,+57   53,0,0,00 18 03.95,+58 00 22.3,00 18 03.95,+58 00 22.3,2053364605603171750,1622033298930627410
00181+5255,TDS  10,0,1991,2017,74,75,1.3,1.2,11.88,11.91,0,0,0,00 18 03.93,+52 54 57.1,00 18 03.93,+52 54 57.1,-2701736746090608673,1938987431274925036
00181+5118,ES  749,0,1903,2016,166,146,9.1,9.1,10.54,10.91,+50   48,0,0,00 18 08.08,+51 17 53.3,00 18 08.08,+51 17 53.3,-7304282187163260542,-3892852907508661365
00181+3240,HJ  619,0,1827,2015,165,161,10.0,10.1,11.07,12.1,0,0,0,00 18 13.57,+32 40 22.1,00 18 13.57,+32 40 22.1,-6593123105211568325,-6973843120232810579
00181+0043,TDS1387,0,1991,2016,351,352,1.8,1.6,11.53,11.63,-00   38,0,0,00 18 06.51,+00 42 52.6,00 18 06.51,+00 42 52.6,-6733336644243469256,-6163459785207082280
00181+0029,TDS1388,0,1991,1991,67,67,0.4,0.4,10.1,10.2,-00   36,X,0,00 18 03.13,+00 28 49.4,00 18 03.13,+00 28 49.4,-3747539614923171586,-2413897381842654684
00181-0631,GWP  37,0,1993,2015,335,335,21.1,21.2,15.4,15.6,0,V,0,00 18 03.25,-06 31 00.9,00 18 03.25,-06 31 00.9,-6070725013132609781,-1387747902327916862
00181-5330,LDS  11,0,1920,2015,45,76,19.0,18.6,12.21,13.68,0,0,0,00 18 08.62,-53 30 32.1,00 18 08.62,-53 30 32.1,-6517646213318996353,-1411273395744277002
00182+8615,WRS   4,0,1900,2018,52,54,4.6,4.5,10.9,12.7,+85    4,T,0,00 18 09.53,+86 14 52.3,00 18 09.53,+86 14 52.3,1933473669011487443,-8565582940418559854
00182+7257,A   803,0,1904,2015,355,135,0.3,0.3,8.1,8.76,+72   15,NO,0,00 18 14.70,+72 56 48.4,00 18 14.70,+72 56 48.4,-7122548616547156035,8941008498647373063
00182+5911,TDS1389,0,1991,1991,12,12,2.1,2.1,11.54,12.45,0,0,0,00 18 10.05,+59 11 17.3,00 18 10.05,+59 11 17.3,-401769701321739407,6534616021796246618
00182+5906,STI1317,0,1910,2015,1,0,9.6,9.5,13.3,14.3,0,0,0,00 18 08.83,+59 06 06.4,00 18 08.83,+59 06 06.4,-6942233982276356483,3638835133145686198
00182+5225,YSC  79,0,2010,2019,314,333,0.3,0.3,8.2,11.6,+51   39,0,0,00 18 12.13,+52 24 45.1,00 18 12.13,+52 24 45.1,6947609266393857277,-1313988742969097180
00182+1209,GWP  38,0,1991,2015,38,39,6.6,7.2,14.5,16.5,0,N,0,00 18 12.49,+12 09 06.1,00 18 12.49,+12 09 06.1,-5716812451249777079,-3378706606317358866
00182-0259,CVR1035,0,1998,2016,33,31,3.3,3.3,18.8,19.4,0,R,0,00 18 13.05,-02 58 49.1,00 18 13.05,-02 58 49.1,-1046084930511824204,8112843924973984870
00182-0357,CVR1034,0,1998,2016,214,214,3.9,3.9,16.1,16.3,0,R,0,00 18 10.39,-03 56 56.7,00 18 10.39,-03 56 56.7,-5779967367346917222,3323928923292120032
00183+5531,A   906,0,1905,2016,314,311,2.5,2.9,10.48,13.3,+54   28,0,0,00 18 22.72,+55 31 49.6,00 18 22.72,+55 31 49.6,-8622099129162476522,7844744834048138406
00183+3647,DRS  33,0,2009,2016,146,146,6.9,7.0,4.46,11.4,0,K,0,00 18 19.65,+36 47 06.8,00 18 19.65,+36 47 06.8,8198250189052572800,3311888642483885458
00183+3118,TDS  11,0,1991,1991,23,23,1.0,1.0,11.06,13.24,0,X,0,00 18 19.30,+31 17 37.2,00 18 19.30,+31 17 37.2,7415121425100787955,5543375287062629172
00183+3057,LAF  23,0,2004,2004,254,254,4.0,4.0,6.5,20.5,+30   34,K,0,00 18 20.90,+30 57 22.0,00 18 20.90,+30 57 22.0,8473475173646696784,-2657001968527776644
00183+1646,BPM   8,0,1997,2016,356,356,107.1,107.2,14.42,15.15,0,NU,0,00 18 16.56,+16 45 50.8,00 18 16.56,+16 45 50.8,-111381729460133778,-7934300221149908093
00183+0927,UC  349,0,2000,2016,46,46,8.9,9.0,13.7,15.5,0,V,0,00 18 20.18,+09 26 44.6,00 18 20.18,+09 26 44.6,4321094057410219728,-8174667949008704826
00183-1409,HJ 1948,0,1830,2016,173,168,13.0,16.5,11.24,11.73,-14   43,0,0,00 18 22.54,-14 08 19.9,00 18 22.54,-14 08 19.9,-5696439106746650487,-4448351792041278974
00183-2108,BU  393,0,1875,1991,30,29,0.5,0.7,6.9,8.42,-21   31,0,0,00 18 16.95,-21 08 18.5,00 18 16.95,-21 08 18.5,9215648122650750128,6652160411226565523
00183-2414,TDS1390,0,1991,1991,129,129,0.7,0.7,11.41,11.87,-24   82,X,0,00 18 18.22,-24 14 26.4,00 18 18.22,-24 14 26.4,-4446759738763768518,2633227728252473747
00184+4930,ES   41,0,1901,2016,217,218,5.2,6.7,7.96,11.16,+48   67,0,0,00 18 21.55,+49 30 35.1,00 18 21.55,+49 30 35.1,2246161192832085724,3797908595569037719
00184+4401,GRB  34,AB,1860,2019,53,66,40.1,34.1,8.31,11.36,+43   44,NO P,0,00 18 22.88,+44 01 22.6,00 18 22.88,+44 01 22.6,-3589064681583155970,7764217656985664882
00184+4401,GRB  34,AC,1904,2016,113,258,34.7,298.7,8.31,11.83,0,NL P,0,00 18 22.88,+44 01 22.6,00 18 22.88,+44 01 22.6,-7396302305543583040,6486026315048279808
00184+4401,TNN   1,AD,2004,2004,158,158,6.4,6.4,8.31,0.0,0,N  P,0,00 18 22.88,+44 01 22.6,00 18 22.88,+44 01 22.6,7042719820881696769,8018829641673772508
00184+4401,TNN   1,BE,2004,2004,66,66,7.5,7.5,8.31,0.0,0,N  P,0,00 18 25.87,+44 01 38.4,00 18 25.87,+44 01 38.4,-7661876755092387561,2356995292381755619
00184+4401,TNN   1,BF,2004,2004,70,70,11.9,11.9,8.31,0.0,0,N  P,0,00 18 25.87,+44 01 38.4,00 18 25.87,+44 01 38.4,1990152909973067006,1495868648114933680
00184+4056,COU1202,0,1975,2019,103,104,1.3,1.5,9.8,11.0,+40   48,0,0,00 18 22.85,+40 56 01.8,00 18 22.85,+40 56 01.8,-1710356700877511140,8375281490741761359
00184+0344,HDO  12,AB,1868,2015,270,9,5.0,5.5,11.86,12.9,0,N,0,00 18 25.38,+03 45 34.6,00 18 25.38,+03 45 34.6,8726562953297514474,4014183746331625542
00184+0344,HDO  12,AC,1868,2015,315,320,25.0,32.1,11.86,13.64,0,N,0,00 18 25.38,+03 45 34.6,00 18 25.38,+03 45 34.6,5255353426582859363,-8641830834116376787
00184-0048,SLW9013,0,2003,2016,88,88,1.6,1.6,21.0,21.0,0,0,0,00 18 22.84,-00 48 05.5,00 18 22.84,-00 48 05.5,-3010933062556755824,7340767893313261839
00184-1516,WSP  26,0,1998,2016,144,144,15.4,15.4,10.99,13.6,0,T R,0,00 18 24.70,-15 16 02.3,00 18 24.70,-15 16 02.3,-7351204087005483334,6872508204925261962
00184-5600,UC  350,0,1998,2015,169,169,66.2,66.1,15.98,16.73,0,V,0,00 18 26.22,-56 00 05.4,00 18 26.22,-56 00 05.4,-3442449996499510615,8287421240361447199
00184-6329,JGP  31,AB,2016,2016,203,203,999.9,999.9,7.5,12.9,-64   17,T,0,00 18 26.12,-63 28 39.0,00 18 26.12,-63 28 39.0,1443573466956028560,-1689327374666191979
00184-6329,JGP  31,AC,2016,2016,138,138,999.9,999.9,7.5,14.7,0,T,0,00 18 26.12,-63 28 39.0,00 18 26.12,-63 28 39.0,6790326223173857144,-140264742577645234
00184-6329,JGP  31,AD,2016,2016,5,5,999.9,999.9,7.5,21.0,0,T,0,00 18 26.12,-63 28 39.0,00 18 26.12,-63 28 39.0,286536561726814877,-861979969640299577
00185+6735,TDS1391,0,1991,1991,167,167,2.0,2.0,11.56,12.21,0,0,0,00 18 28.43,+67 35 11.0,00 18 28.43,+67 35 11.0,-9081082041312704020,-6582999523836491615
00185+5945,A   905,0,1905,2016,289,284,0.8,0.9,9.72,10.52,+58   26,0,0,00 18 28.63,+59 44 33.3,00 18 28.63,+59 44 33.3,-3752979642768195976,770804246641114329
00185+5514,STI1318,0,1912,2016,251,254,14.7,14.9,11.52,12.1,0,0,0,00 18 33.81,+55 14 04.9,00 18 33.81,+55 14 04.9,-4968303533730430899,-9108702662140735661
00185+4024,MLB 733,0,1932,2016,55,50,9.5,10.3,9.89,10.4,+39   53,0,0,00 18 27.14,+40 24 46.0,00 18 27.14,+40 24 46.0,3630131351969472435,-6209642617248592281
00185+2608,STF  24,0,1831,2021,248,247,5.2,5.3,7.79,8.44,+25   29,0,0,00 18 30.59,+26 08 25.1,00 18 30.59,+26 08 25.1,3677754177580777665,-5302288825686299916
00185+2503,POU  17,0,1899,2015,144,163,8.5,7.9,13.2,13.6,0,0,0,00 18 30.63,+25 03 43.2,00 18 30.63,+25 03 43.2,9023715881236647619,-5540903484303681925
00185+2129,COU  21,0,1962,2016,189,167,1.1,1.2,8.89,12.2,+20   22,0,0,00 18 27.31,+21 28 39.5,00 18 27.31,+21 28 39.5,4783796669433811014,-2083495957778194161
00185+0911,CVR 313,0,2000,2016,65,65,9.4,9.4,17.2,18.3,0,V R,0,00 18 28.52,+09 10 40.7,00 18 28.52,+09 10 40.7,5004201325555284576,-3314209597177368731
00185-2757,HJ 1949,0,1830,2015,325,324,90.0,70.9,8.62,9.07,-28   77,N,0,00 18 31.98,-27 57 07.2,00 18 31.98,-27 57 07.2,4934127431928412166,-7440370706528143451
00185-3005,KPP1566,0,1991,2015,337,335,12.1,11.8,11.5,13.0,0,V,0,00 18 30.31,-30 05 06.7,00 18 30.31,-30 05 06.7,747107329601560415,-5374580063142376242
00185-4606,RST   3,0,1928,2016,130,131,1.9,2.2,11.89,13.7,-46   59,0,0,00 18 29.36,-46 05 52.9,00 18 29.36,-46 05 52.9,8627086065987439986,9009953906698110874
00185-5325,UC  351,0,1892,2015,224,223,28.9,29.0,11.64,11.78,0,V,0,00 18 29.24,-53 25 25.7,00 18 29.24,-53 25 25.7,-1955718432763137396,2854273395621603013
00186+6351,TDS1392,0,1991,2007,350,359,0.5,0.2,10.86,10.96,+63   24,0,0,00 18 34.65,+63 50 47.8,00 18 34.65,+63 50 47.8,5024385923534385390,-6274217206847138452
00186+5452,ES  612,0,1908,2016,266,265,2.9,2.9,10.86,11.1,+54   32,0,0,00 18 38.62,+54 52 44.3,00 18 38.62,+54 52 44.3,8738647466855782795,-5073306294612020307
00186+5433,STI1319,0,1912,2015,98,105,10.0,8.3,10.7,11.6,+53   36,0,0,00 18 37.36,+54 33 03.0,00 18 37.36,+54 33 03.0,-2837706677772413776,9192860288547264954
00186+3559,ES 2579,0,1923,2016,91,94,14.2,14.8,7.9,11.9,+35   46,0,0,00 18 36.32,+35 59 23.9,00 18 36.32,+35 59 23.9,-4242199757292412557,4004142916463935606
00186-0956,KPP2680,0,2012,2016,146,146,2.6,2.7,16.1,16.18,0,T,0,00 18 37.23,-09 56 16.5,00 18 37.23,-09 56 16.5,-4575238092274925626,-3849196483451935043
00187+4347,STT   5,0,1846,2016,235,240,7.1,6.1,6.08,10.07,+42   48,N,0,00 18 42.15,+43 47 28.1,00 18 42.15,+43 47 28.1,-4195123885742627082,-3223401660487084413
00187+4229,HJ 1014,0,1828,2015,231,229,10.0,9.7,10.99,11.0,+41   36,0,0,00 18 46.93,+42 28 51.6,00 18 46.93,+42 28 51.6,-3307674325946478307,-2342992473772583654
00187+3441,LDS3149,0,1954,2016,136,135,8.8,9.3,18.2,19.7,0,0,0,00 18 39.93,+34 41 54.5,00 18 39.93,+34 41 54.5,8063002393854688575,-2602542614595793239
00187+2545,HJ 1015,AB,1828,2020,344,286,4.0,5.4,9.78,10.95,+24   29,L,0,00 18 42.43,+25 45 00.6,00 18 42.43,+25 45 00.6,-279310929380787613,8389701247870304666
00187+2545,HJ 1015,AC,1911,2018,260,252,24.9,28.0,9.78,13.57,0,0,0,00 18 42.43,+25 45 00.6,00 18 42.43,+25 45 00.6,-603869196723919886,2513120961161899236
00187+1559,STF  25,AB,1831,2016,193,195,1.7,1.0,9.31,9.55,+15   43,0,0,00 18 42.80,+15 59 26.5,00 18 42.80,+15 59 26.5,4035084599742010012,-4845970227800193127
00187+1559,STF  25,"AB,C",1913,2016,202,202,173.7,171.6,8.97,13.17,0,0,0,00 18 42.80,+15 59 26.5,00 18 42.80,+15 59 26.5,-5240016467136641284,-5385570748790045928
00188+7653,LDS1505,0,1965,2015,0,0,382.0,383.8,16.8,17.9,0,I,0,00 18 00.19,+76 53 22.4,00 18 00.19,+76 53 22.4,2904646648157341307,-1062565614604172708
00188+6932,TDS1393,AB,1991,1991,186,186,0.7,0.7,11.71,11.79,0,XW,0,00 18 49.08,+69 32 28.5,00 18 49.08,+69 32 28.5,6666599158167013889,-7911125537016215096
00188+5923,HJ 1012,AB,1828,2015,24,348,10.0,14.5,11.34,11.68,0,N W,0,00 18 46.65,+59 23 43.9,00 18 46.65,+59 23 43.9,-742935354323695124,-3222417153879762036
00188+5923,HJ 1012,AD,1910,2015,115,116,64.5,59.5,11.34,12.06,0,N W,0,00 18 46.65,+59 23 43.9,00 18 46.65,+59 23 43.9,5735781117935129984,-8018907680430919626
00188+5923,HJ 1013,CD,1828,2015,330,329,8.0,14.2,11.9,12.06,0,N W,0,00 18 54.69,+59 23 05.6,00 18 54.69,+59 23 05.6,6321315683146825213,-4638038920451641803
00188+5813,STI1321,0,1911,2016,314,317,7.3,6.9,10.52,13.8,0,0,0,00 18 46.45,+58 13 15.1,00 18 46.45,+58 13 15.1,7276738778341961649,5507116276744454310
00188+0017,WAA   3,0,1951,2015,131,131,6.4,6.9,19.3,20.9,0,0,0,00 18 49.08,+00 16 32.1,00 18 49.08,+00 16 32.1,8058606578112236324,1282534215240763976
00188-0050,LPM  69,0,1998,2015,228,227,33.7,33.7,18.5,18.54,0,I,0,00 18 49.44,-00 50 54.7,00 18 49.44,-00 50 54.7,823607367429838473,8114019797341881697
00188-1057,HJ 1951,0,1831,2015,215,225,16.0,19.6,8.21,14.3,-11   44,0,0,00 18 47.54,-10 56 57.6,00 18 47.54,-10 56 57.6,3676474488176195262,-6610616561834855934
00188-1217,GAL  15,0,1901,2016,36,36,5.2,5.0,10.7,12.1,-13   47,N,0,00 18 47.33,-12 16 49.8,00 18 47.33,-12 16 49.8,-6962179312838131857,-896504535311849241
00188-1258,GIC   6,0,1954,2015,259,259,306.8,305.6,15.26,15.55,0,N,0,00 18 41.79,-12 58 32.0,00 18 41.79,-12 58 32.0,-5593375131004540395,2124786862407140690
00188-2450,RST2238,0,1935,2015,295,294,2.2,2.4,10.98,12.3,-25   90,0,0,00 18 51.83,-24 49 57.7,00 18 51.83,-24 49 57.7,-51030941204202967,-1217842757520459271
00189+5948,TDS1394,0,1991,1991,206,206,0.4,0.4,10.92,11.0,+58   27,X,0,00 18 56.46,+59 48 01.3,00 18 56.46,+59 48 01.3,4658716003882973067,-3606257317220945022
00189+3639,KPP1608,0,1954,2024,107,107,11.8,12.3,12.8,14.5,0,T,0,00 18 56.17,+36 38 31.9,00 18 56.17,+36 38 31.9,579975778006748983,1212131486506070517
00189+1946,J   218,0,1910,2016,355,3,3.0,4.5,9.9,11.8,0,V,0,00 18 51.13,+19 45 58.9,00 18 51.13,+19 45 58.9,-8842864942715903957,-5453522119773263995
00189-0443,CVR 314,0,1998,2016,183,183,8.8,8.8,17.1,17.2,0,V R,0,00 18 54.18,-04 43 04.5,00 18 54.18,-04 43 04.5,-3229303574920780311,-3378790846600508910
00189-1135,GAL  16,0,1901,2015,354,352,47.5,51.2,8.8,12.69,-12   40,N,0,00 18 55.61,-11 35 20.6,00 18 55.61,-11 35 20.6,-7827254187590249254,-467373035300158532
00189-4905,RST   4,0,1928,2019,342,3,0.3,0.9,10.28,10.42,-49   54,0,0,00 18 55.36,-49 05 13.1,00 18 55.36,-49 05 13.1,-8381401791106085651,1324573408839346137
00190+6002,STI  36,0,1903,2015,142,149,11.7,9.8,12.2,12.6,0,0,0,00 19 00.87,+60 02 24.7,00 19 00.87,+60 02 24.7,-3895517067490881896,-269476154477098092
00190+5541,STI1323,0,1912,2015,102,98,12.0,12.2,11.38,12.4,0,0,0,00 18 56.77,+55 40 47.7,00 18 56.77,+55 40 47.7,-6767407506910178316,-4874106376356073021
00190+4301,ES 1483,AB,1916,2016,347,343,2.6,2.7,11.42,12.34,+42   50,NV,0,00 18 57.55,+43 02 13.2,00 18 57.55,+43 02 13.2,-2668730772213913030,-8114559832092893657
00190+4301,ES 1483,AC,1893,2015,162,166,29.9,27.7,11.42,12.02,0,N,0,00 18 57.55,+43 02 13.2,00 18 57.55,+43 02 13.2,-4940209613153224347,-1066904204103300388
00190+4301,COU9001,AE,1952,2015,251,243,30.0,46.5,11.42,12.02,0,N,0,00 18 57.55,+43 02 13.2,00 18 57.55,+43 02 13.2,978157762275021036,1508467630723457290
00190+4301,ES 1483,CD,1916,2016,15,19,2.3,2.3,12.02,12.1,0,N,0,00 18 58.19,+43 01 46.7,00 18 58.19,+43 01 46.7,-6426628297032934634,-538625236728070421
00190+3842,ALI 720,0,1928,2015,120,118,10.4,8.8,11.7,12.7,0,0,0,00 19 01.16,+38 42 40.4,00 19 01.16,+38 42 40.4,4552457619259670271,3482206979518818421
00190-2402,LDS2113,0,1952,2016,90,88,6.0,5.4,16.2,20.5,0,0,0,00 18 55.77,-24 01 05.2,00 18 55.77,-24 01 05.2,7625333147735048612,4152246004487995532
00190-3758,TDS1395,0,1991,1991,62,62,0.5,0.5,11.29,11.47,-38   67,X,0,00 19 01.31,-37 57 51.5,00 19 01.31,-37 57 51.5,-370050779226946882,973827614573663093
00190-7406,SHN  46,0,1996,1996,-1,-1,0.2,0.2,11.0,11.0,-74   25,0,0,00 18 56.96,-74 06 43.2,00 18 56.96,-74 06 43.2,-8715939862507206034,1413029223151043768
00191+6513,MLB 243,0,1894,2016,301,313,6.3,5.0,9.19,11.08,+64   26,0,0,00 19 04.75,+65 13 13.6,00 19 04.75,+65 13 13.6,-3339703002837903264,-2499646246465570000
00191+4625,TDS1396,0,1991,1991,281,281,0.4,0.4,11.16,11.28,0,X,0,00 19 07.55,+46 25 14.2,00 19 07.55,+46 25 14.2,-1687326747106509673,-9034231537788764727
00191+4406,COU1502,0,1977,2016,34,34,2.7,3.2,10.0,13.0,+43   50,I,0,00 18 55.86,+44 07 21.9,00 18 55.86,+44 07 21.9,-9158797744618260153,2002171307598867869
00191+3719,ALI 244,0,1929,2015,153,147,8.5,8.7,11.68,12.5,0,0,0,00 19 07.33,+37 18 53.1,00 19 07.33,+37 18 53.1,5479016191368879626,6774002905064250604
00191+2822,TDS1397,0,1991,1991,108,108,0.7,0.7,11.41,11.87,0,X,0,00 19 03.34,+28 22 22.3,00 19 03.34,+28 22 22.3,-6246469494243793674,1121634318197053179
00191+0008,J   920,0,1898,2016,205,198,2.0,2.5,11.2,12.2,0,0,0,00 19 08.78,+00 06 08.7,00 19 08.78,+00 06 08.7,8757369786327922212,440974914232715708
00191-7759,HDS  42,0,1991,2016,39,41,0.9,0.9,7.89,11.08,-78    6,0,0,00 19 05.42,-77 59 20.2,00 19 05.42,-77 59 20.2,8476850596279217789,-8075464237429705498
00192+5942,KR    4,0,1890,2020,192,180,1.9,2.2,8.16,9.37,+58   28,N,0,00 19 14.30,+59 42 17.4,00 19 14.30,+59 42 17.4,-8396498894889153228,-4444765031911306394
00192+5558,STI1324,0,1912,2015,41,34,6.1,7.9,8.79,12.5,+55   44,0,0,00 19 13.84,+55 58 17.1,00 19 13.84,+55 58 17.1,-3448014838751633176,8719413498120125783
00192+5509,TDS1398,0,1991,2016,122,115,0.8,0.7,11.07,11.14,0,0,0,00 19 11.91,+55 09 22.3,00 19 11.91,+55 09 22.3,-7056805468665751492,-1580852025491346123
00192+4330,ES 1484,AB,1893,2016,42,43,31.8,32.3,9.56,11.08,+42   52,N,0,00 19 10.42,+43 29 48.9,00 19 10.42,+43 29 48.9,-9000703106442497160,5161384143778001172
00192+4330,ES 1484,BC,1903,2015,338,344,2.7,3.3,11.08,13.8,0,N,0,00 19 12.44,+43 30 12.5,00 19 12.44,+43 30 12.5,4122087400112568734,-3549424201914404399
00192+1626,SHN  47,0,1997,1997,-1,-1,0.5,0.5,13.2,14.6,0,0,0,00 19 10.32,+16 26 35.2,00 19 10.32,+16 26 35.2,-1661578574769064532,390934141916368376
00192+0827,GWP  39,0,1991,2016,215,216,52.3,52.3,10.99,15.91,0,N,0,00 19 09.87,+08 27 02.2,00 19 09.87,+08 27 02.2,-9102527480577015696,7286021474431633080
00192-6306,KPP1266,0,1993,2015,44,43,9.8,9.7,12.6,14.2,0,V,0,00 19 14.31,-63 05 51.2,00 19 14.31,-63 05 51.2,-2868522121279610134,6191192927315939425
00192-7941,KPP 784,0,1986,2016,204,205,8.2,6.7,12.8,13.9,0,V,0,00 19 09.19,-79 41 12.9,00 19 09.19,-79 41 12.9,-6141598876357189047,5036059596874284663
00193+4238,LDS3150,0,1954,2015,87,87,227.5,226.6,14.9,17.88,0,0,0,00 19 16.97,+42 38 05.9,00 19 16.97,+42 38 05.9,1099452496821962770,-8918237229485042675
00193+0314,HEI 420,0,1987,2016,343,349,1.2,1.4,10.8,11.0,0,0,0,00 19 20.66,+03 14 24.8,00 19 20.66,+03 14 24.8,3576635318967007266,346572016855132534
00193+0038,TDS1399,0,1991,1991,77,77,1.1,1.1,11.43,11.45,0,X,0,00 19 17.41,+00 37 54.4,00 19 17.41,+00 37 54.4,-7466728850151524142,-4755534525413163537
