r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,sb_disk,sb_bulge,galaxy,source_type,dist,inc,lum,type
4.72905,,,,,,146.57256,18.93964,NGC4278,ETG,,,,
5.2024,,,,,,120.63463,10.83639,NGC4278,ETG,,,,
5.72204,,,,,,97.985,5.87062,NGC4278,ETG,,,,
6.29469,,,,,,76.67047,2.98764,NGC4278,ETG,,,,
6.92409,,,,,,59.22787,1.42202,NGC4278,ETG,,,,
7.6162,,,,,,44.41471,0.62857,NGC4278,ETG,,,,
8.37775,,,,,,33.72453,0.256,NGC4278,ETG,,,,
9.21545,,,,,,25.07162,0.0953,NGC4278,ETG,,,,
10.13751,,,,,,18.62438,0.03212,NGC4278,ETG,,,,
11.15141,,,,,,12.46498,0.00971,NGC4278,ETG,,,,
12.26611,,,,,,8.50936,0.00261,NGC4278,ETG,,,,
13.49279,,,,,,5.23334,0.00061,NGC4278,ETG,,,,
14.84192,,,,,,3.62756,0.00012,NGC4278,ETG,,,,
0.0,,,,,,686.79959,26796.96241,NGC5582,ETG,,,,
0.08855,,,,,,671.22658,26796.96241,NGC5582,ETG,,,,
0.09809,,,,,,669.57069,26247.63832,NGC5582,ETG,,,,
0.10762,,,,,,667.91889,25636.57965,NGC5582,ETG,,,,
0.11852,,,,,,666.0361,24850.98818,NGC5582,ETG,,,,
0.13078,,,,,,663.92431,23975.46995,NGC5582,ETG,,,,
0.14304,,,,,,661.81921,22846.95727,NGC5582,ETG,,,,
0.15803,,,,,,659.25538,21401.99009,NGC5582,ETG,,,,
0.17302,,,,,,656.70148,20180.05072,NGC5582,ETG,,,,
0.19073,,,,,,653.69599,18972.22413,NGC5582,ETG,,,,
0.2098,,,,,,650.47468,17869.05814,NGC5582,ETG,,,,
0.23023,,,,,,647.0409,16430.68453,NGC5582,ETG,,,,
0.25339,,,,,,643.17118,15177.68661,NGC5582,ETG,,,,
0.27928,,,,,,638.87359,13763.36585,NGC5582,ETG,,,,
0.30652,,,,,,634.38083,12225.29518,NGC5582,ETG,,,,
0.33786,,,,,,629.25319,10685.10769,NGC5582,ETG,,,,
0.37192,,,,,,623.72668,9267.04159,NGC5582,ETG,,,,
0.4087,,,,,,617.81254,8060.39489,NGC5582,ETG,,,,
0.44957,,,,,,611.30703,7166.01401,NGC5582,ETG,,,,
0.49452,,,,,,604.23006,6314.55799,NGC5582,ETG,,,,
0.54357,,,,,,596.60314,5368.66578,NGC5582,ETG,,,,
0.59806,,,,,,588.24163,4669.87272,NGC5582,ETG,,,,
0.658,,,,,,579.17927,4034.31544,NGC5582,ETG,,,,
0.7234,,,,,,569.4522,3426.58964,NGC5582,ETG,,,,
0.79696,,,,,,558.70439,2858.17797,NGC5582,ETG,,,,
0.87598,,,,,,547.38628,2374.27608,NGC5582,ETG,,,,
0.96316,,,,,,535.16324,1997.80665,NGC5582,ETG,,,,
1.05989,,,,,,521.92239,1653.933,NGC5582,ETG,,,,
1.16615,,,,,,507.75343,1354.46246,NGC5582,ETG,,,,
1.28331,,,,,,492.57668,1096.81167,NGC5582,ETG,,,,
1.41137,,,,,,476.50656,883.77881,NGC5582,ETG,,,,
1.55169,,,,,,459.49915,697.22559,NGC5582,ETG,,,,
1.707,,,,,,441.38224,537.72447,NGC5582,ETG,,,,
1.87729,,,,,,422.33718,414.09364,NGC5582,ETG,,,,
2.06529,,,,,,402.2644,305.07855,NGC5582,ETG,,,,
2.27236,,,,,,386.92211,217.9033,NGC5582,ETG,,,,
2.49987,,,,,,367.56521,150.55439,NGC5582,ETG,,,,
2.74917,,,,,,338.56389,100.40124,NGC5582,ETG,,,,
3.02436,,,,,,323.0872,64.19722,NGC5582,ETG,,,,
3.3268,,,,,,295.56414,39.27023,NGC5582,ETG,,,,
3.65921,,,,,,269.01718,22.88008,NGC5582,ETG,,,,
4.02567,,,,,,236.97875,12.61288,NGC5582,ETG,,,,
4.42756,,,,,,208.43177,6.56405,NGC5582,ETG,,,,
4.87032,,,,,,179.28962,3.19657,NGC5582,ETG,,,,
5.35803,,,,,,150.05907,1.447,NGC5582,ETG,,,,
5.89342,,,,,,130.26079,0.60618,NGC5582,ETG,,,,
6.48331,,,,,,107.71942,0.23242,NGC5582,ETG,,,,
7.13178,,,,,,85.27419,0.08102,NGC5582,ETG,,,,
7.84428,,,,,,67.52527,0.02545,NGC5582,ETG,,,,
8.62898,,,,,,56.38652,0.00711,NGC5582,ETG,,,,
9.49269,,,,,,43.29248,0.00175,NGC5582,ETG,,,,
10.44087,,,,,,34.13699,0.00037,NGC5582,ETG,,,,
11.48577,,,,,,24.30126,7e-05,NGC5582,ETG,,,,
12.63422,,,,,,18.19826,1e-05,NGC5582,ETG,,,,
13.89709,,,,,,15.47498,0.0,NGC5582,ETG,,,,
15.28667,,,,,,14.12635,0.0,NGC5582,ETG,,,,
16.8152,,,,,,12.37172,0.0,NGC5582,ETG,,,,
18.49767,,,,,,8.63038,0.0,NGC5582,ETG,,,,
20.34771,,,,,,4.90264,0.0,NGC5582,ETG,,,,
22.38166,,,,,,2.12437,0.0,NGC5582,ETG,,,,
24.41561,,,,,,1.23136,0.0,NGC5582,ETG,,,,
26.44957,,,,,,0.72709,0.0,NGC5582,ETG,,,,
28.48352,,,,,,0.42934,0.0,NGC5582,ETG,,,,
30.51747,,,,,,0.25351,0.0,NGC5582,ETG,,,,
0.0,,,,,,974.60812,3496.27332,NGC6798,ETG,,,,
0.27125,,,,,,897.4229,3496.27332,NGC6798,ETG,,,,
0.29838,,,,,,890.04889,3463.36569,NGC6798,ETG,,,,
0.32731,,,,,,882.25004,3423.31374,NGC6798,ETG,,,,
0.35986,,,,,,873.55799,3372.93124,NGC6798,ETG,,,,
0.39603,,,,,,864.00056,3320.36893,NGC6798,ETG,,,,
0.43581,,,,,,853.60812,3250.60616,NGC6798,ETG,,,,
0.47921,,,,,,842.41342,3175.7725,NGC6798,ETG,,,,
0.52804,,,,,,829.99477,3082.2861,NGC6798,ETG,,,,
0.58048,,,,,,816.86007,2974.80552,NGC6798,ETG,,,,
0.63835,,,,,,802.6077,2845.18397,NGC6798,ETG,,,,
0.70164,,,,,,787.30374,2705.94915,NGC6798,ETG,,,,
0.77217,,,,,,770.59426,2543.99736,NGC6798,ETG,,,,
0.84993,,,,,,752.58174,2363.65201,NGC6798,ETG,,,,
0.93492,,,,,,733.3749,2164.16902,NGC6798,ETG,,,,
1.02715,,,,,,713.08756,1958.8729,NGC6798,ETG,,,,
1.13022,,,,,,691.07689,1743.53662,NGC6798,ETG,,,,
1.24415,,,,,,667.53887,1524.40802,NGC6798,ETG,,,,
1.36712,,,,,,643.03161,1312.34325,NGC6798,ETG,,,,
1.50455,,,,,,616.70433,1108.45824,NGC6798,ETG,,,,
1.65464,,,,,,589.182,925.87868,NGC6798,ETG,,,,
1.82101,,,,,,560.10825,759.45443,NGC6798,ETG,,,,
2.00185,,,,,,530.13123,619.15983,NGC6798,ETG,,,,
2.20258,,,,,,498.7318,497.65973,NGC6798,ETG,,,,
2.4232,,,,,,466.36181,399.06436,NGC6798,ETG,,,,
2.66552,,,,,,433.22377,315.68691,NGC6798,ETG,,,,
2.93134,,,,,,399.57293,246.72093,NGC6798,ETG,,,,
3.2243,,,,,,365.50772,186.09961,NGC6798,ETG,,,,
3.54799,,,,,,331.23482,133.52656,NGC6798,ETG,,,,
3.90243,,,,,,297.38178,87.76833,NGC6798,ETG,,,,
4.29123,,,,,,259.98553,55.39147,NGC6798,ETG,,,,
4.72161,,,,,,224.72762,33.27851,NGC6798,ETG,,,,
5.1936,,,,,,196.95549,19.03271,NGC6798,ETG,,,,
5.71259,,,,,,167.05363,10.2959,NGC6798,ETG,,,,
6.28403,,,,,,143.09597,5.23438,NGC6798,ETG,,,,
6.91153,,,,,,119.19278,2.49026,NGC6798,ETG,,,,
7.60413,,,,,,96.27423,1.09686,NGC6798,ETG,,,,
8.36364,,,,,,72.47087,0.44633,NGC6798,ETG,,,,
9.20091,,,,,,50.18789,0.16565,NGC6798,ETG,,,,
10.11955,,,,,,37.1345,0.05583,NGC6798,ETG,,,,
11.13223,,,,,,26.67817,0.01684,NGC6798,ETG,,,,
12.24618,,,,,,21.49508,0.0045,NGC6798,ETG,,,,
13.47044,,,,,,16.06947,0.00106,NGC6798,ETG,,,,
14.81766,,,,,,10.42368,0.00021,NGC6798,ETG,,,,
16.2987,,,,,,7.04738,4e-05,NGC6798,ETG,,,,
17.92803,,,,,,4.71661,1e-05,NGC6798,ETG,,,,
19.72192,,,,,,2.83681,0.0,NGC6798,ETG,,,,
21.69303,,,,,,2.07028,0.0,NGC6798,ETG,,,,
23.66413,,,,,,0.72907,0.0,NGC6798,ETG,,,,
25.63524,,,,,,0.4003,0.0,NGC6798,ETG,,,,
27.60635,,,,,,0.21979,0.0,NGC6798,ETG,,,,
0.0,,,,,,6867.99589,19237.65309,UGC6176,ETG,,,,
0.12385,,,,,,5813.63301,19237.65309,UGC6176,ETG,,,,
0.13718,,,,,,5710.21662,18748.29508,UGC6176,ETG,,,,
0.15052,,,,,,5608.63987,18052.19294,UGC6176,ETG,,,,
0.16576,,,,,,5494.76281,17163.67828,UGC6176,ETG,,,,
0.18291,,,,,,5369.4125,16110.37729,UGC6176,ETG,,,,
0.20006,,,,,,5246.92177,15059.34217,UGC6176,ETG,,,,
0.22102,,,,,,5100.99923,14007.6517,UGC6176,ETG,,,,
0.24198,,,,,,4959.13495,12613.22242,UGC6176,ETG,,,,
0.26674,,,,,,4796.55516,11377.91365,UGC6176,ETG,,,,
0.29342,,,,,,4627.42496,9894.69523,UGC6176,ETG,,,,
0.322,,,,,,4452.82627,8430.55996,UGC6176,ETG,,,,
0.35439,,,,,,4262.89825,6804.10473,UGC6176,ETG,,,,
0.39059,,,,,,4060.19629,5552.1637,UGC6176,ETG,,,,
0.4287,,,,,,3857.22984,4079.28855,UGC6176,ETG,,,,
0.47252,,,,,,3636.32992,2790.99162,UGC6176,ETG,,,,
0.52015,,,,,,3410.54583,1761.1149,UGC6176,ETG,,,,
0.5716,,,,,,3182.41893,975.05972,UGC6176,ETG,,,,
0.62875,,,,,,2946.79606,482.69778,UGC6176,ETG,,,,
0.69163,,,,,,2707.70961,213.95276,UGC6176,ETG,,,,
0.76022,,,,,,2449.56825,88.07184,UGC6176,ETG,,,,
0.83643,,,,,,2191.63857,32.84922,UGC6176,ETG,,,,
0.92027,,,,,,1986.13744,11.10151,UGC6176,ETG,,,,
1.01172,,,,,,1784.85794,3.39944,UGC6176,ETG,,,,
1.11461,,,,,,1545.1753,0.89781,UGC6176,ETG,,,,
1.22512,,,,,,1322.99897,0.21485,UGC6176,ETG,,,,
1.34706,,,,,,1115.86786,0.04434,UGC6176,ETG,,,,
1.48234,,,,,,923.0525,0.0077,UGC6176,ETG,,,,
1.63095,,,,,,750.98174,0.00113,UGC6176,ETG,,,,
1.79481,,,,,,598.1773,0.00014,UGC6176,ETG,,,,
1.97391,,,,,,477.78225,1e-05,UGC6176,ETG,,,,
2.17016,,,,,,366.46291,0.0,UGC6176,ETG,,,,
2.38736,,,,,,293.2446,0.0,UGC6176,ETG,,,,
2.62553,,,,,,236.3905,0.0,UGC6176,ETG,,,,
2.88846,,,,,,196.44005,0.0,UGC6176,ETG,,,,
3.17807,,,,,,168.12412,0.0,UGC6176,ETG,,,,
3.49626,,,,,,152.76717,0.0,UGC6176,ETG,,,,
3.84493,,,,,,139.4537,0.0,UGC6176,ETG,,,,
4.22981,,,,,,128.83386,0.0,UGC6176,ETG,,,,
4.65279,,,,,,99.91485,0.0,UGC6176,ETG,,,,
5.11768,,,,,,77.06018,0.0,UGC6176,ETG,,,,
5.63021,,,,,,55.77377,0.0,UGC6176,ETG,,,,
6.19228,,,,,,35.32076,0.0,UGC6176,ETG,,,,
6.81151,,,,,,23.2718,0.0,UGC6176,ETG,,,,
7.49361,,,,,,16.29409,0.0,UGC6176,ETG,,,,
8.2424,,,,,,11.0772,0.0,UGC6176,ETG,,,,
9.06741,,,,,,6.8113,0.0,UGC6176,ETG,,,,
9.97434,,,,,,3.82323,0.0,UGC6176,ETG,,,,
10.97082,,,,,,2.34223,0.0,UGC6176,ETG,,,,
12.06828,,,,,,1.54039,0.0,UGC6176,ETG,,,,
13.27625,,,,,,0.62926,0.0,UGC6176,ETG,,,,
,447.3,,,,,,,DDO 154,EXTRA,,,,
,444.8,,,,,,,DDO 154,EXTRA,,,,
,442.2,,,,,,,DDO 154,EXTRA,,,,
,439.6,,,,,,,DDO 154,EXTRA,,,,
,437.0,,,,,,,DDO 154,EXTRA,,,,
,434.4,,,,,,,DDO 154,EXTRA,,,,
,431.8,,,,,,,DDO 154,EXTRA,,,,
,429.3,,,,,,,DDO 154,EXTRA,,,,
,426.7,,,,,,,DDO 154,EXTRA,,,,
,424.1,,,,,,,DDO 154,EXTRA,,,,
,421.5,,,,,,,DDO 154,EXTRA,,,,
,418.9,,,,,,,DDO 154,EXTRA,,,,
,416.3,,,,,,,DDO 154,EXTRA,,,,
,413.8,,,,,,,DDO 154,EXTRA,,,,
,411.2,,,,,,,DDO 154,EXTRA,,,,
,408.6,,,,,,,DDO 154,EXTRA,,,,
,406.0,,,,,,,DDO 154,EXTRA,,,,
,403.4,,,,,,,DDO 154,EXTRA,,,,
,400.8,,,,,,,DDO 154,EXTRA,,,,
,398.2,,,,,,,DDO 154,EXTRA,,,,
,395.7,,,,,,,DDO 154,EXTRA,,,,
,393.1,,,,,,,DDO 154,EXTRA,,,,
,390.5,,,,,,,DDO 154,EXTRA,,,,
,387.9,,,,,,,DDO 154,EXTRA,,,,
,385.3,,,,,,,DDO 154,EXTRA,,,,
,382.7,,,,,,,DDO 154,EXTRA,,,,
,380.2,,,,,,,DDO 154,EXTRA,,,,
,377.6,,,,,,,DDO 154,EXTRA,,,,
,375.0,,,,,,,DDO 154,EXTRA,,,,
,372.4,,,,,,,DDO 154,EXTRA,,,,
,369.8,,,,,,,DDO 154,EXTRA,,,,
,367.3,,,,,,,DDO 154,EXTRA,,,,
,364.7,,,,,,,DDO 154,EXTRA,,,,
,362.1,,,,,,,DDO 154,EXTRA,,,,
,359.5,,,,,,,DDO 154,EXTRA,,,,
,356.9,,,,,,,DDO 154,EXTRA,,,,
,354.3,,,,,,,DDO 154,EXTRA,,,,
,351.8,,,,,,,DDO 154,EXTRA,,,,
,349.2,,,,,,,DDO 154,EXTRA,,,,
,346.6,,,,,,,DDO 154,EXTRA,,,,
,344.0,,,,,,,DDO 154,EXTRA,,,,
,341.4,,,,,,,DDO 154,EXTRA,,,,
,338.8,,,,,,,DDO 154,EXTRA,,,,
,336.3,,,,,,,DDO 154,EXTRA,,,,
,333.7,,,,,,,DDO 154,EXTRA,,,,
,331.1,,,,,,,DDO 154,EXTRA,,,,
,328.5,,,,,,,DDO 154,EXTRA,,,,
,325.9,,,,,,,DDO 154,EXTRA,,,,
,323.3,,,,,,,DDO 154,EXTRA,,,,
,320.8,,,,,,,DDO 154,EXTRA,,,,
,318.2,,,,,,,DDO 154,EXTRA,,,,
,315.6,,,,,,,DDO 154,EXTRA,,,,
,313.0,,,,,,,DDO 154,EXTRA,,,,
,310.4,,,,,,,DDO 154,EXTRA,,,,
,307.8,,,,,,,DDO 154,EXTRA,,,,
,305.3,,,,,,,DDO 154,EXTRA,,,,
,302.7,,,,,,,DDO 154,EXTRA,,,,
,69.0,,,,,,,DDO  53,EXTRA,,,,
,66.4,,,,,,,DDO  53,EXTRA,,,,
,63.8,,,,,,,DDO  53,EXTRA,,,,
,61.2,,,,,,,DDO  53,EXTRA,,,,
,58.7,,,,,,,DDO  53,EXTRA,,,,
,56.1,,,,,,,DDO  53,EXTRA,,,,
,53.5,,,,,,,DDO  53,EXTRA,,,,
,50.9,,,,,,,DDO  53,EXTRA,,,,
,48.3,,,,,,,DDO  53,EXTRA,,,,
,45.8,,,,,,,DDO  53,EXTRA,,,,
,43.2,,,,,,,DDO  53,EXTRA,,,,
,40.6,,,,,,,DDO  53,EXTRA,,,,
,38.0,,,,,,,DDO  53,EXTRA,,,,
,35.5,,,,,,,DDO  53,EXTRA,,,,
,32.9,,,,,,,DDO  53,EXTRA,,,,
,30.3,,,,,,,DDO  53,EXTRA,,,,
,27.7,,,,,,,DDO  53,EXTRA,,,,
,25.2,,,,,,,DDO  53,EXTRA,,,,
,22.6,,,,,,,DDO  53,EXTRA,,,,
,20.0,,,,,,,DDO  53,EXTRA,,,,
,17.4,,,,,,,DDO  53,EXTRA,,,,
,14.8,,,,,,,DDO  53,EXTRA,,,,
,12.3,,,,,,,DDO  53,EXTRA,,,,
,9.7,,,,,,,DDO  53,EXTRA,,,,
,7.1,,,,,,,DDO  53,EXTRA,,,,
,4.5,,,,,,,DDO  53,EXTRA,,,,
,2.0,,,,,,,DDO  53,EXTRA,,,,
,-0.6,,,,,,,DDO  53,EXTRA,,,,
,-3.2,,,,,,,DDO  53,EXTRA,,,,
,-5.8,,,,,,,DDO  53,EXTRA,,,,
,-8.3,,,,,,,DDO  53,EXTRA,,,,
,-10.9,,,,,,,DDO  53,EXTRA,,,,
,-13.5,,,,,,,DDO  53,EXTRA,,,,
,-16.1,,,,,,,DDO  53,EXTRA,,,,
,-18.7,,,,,,,DDO  53,EXTRA,,,,
,-21.2,,,,,,,DDO  53,EXTRA,,,,
,-23.8,,,,,,,DDO  53,EXTRA,,,,
,-26.4,,,,,,,DDO  53,EXTRA,,,,
,-29.0,,,,,,,DDO  53,EXTRA,,,,
,-31.5,,,,,,,DDO  53,EXTRA,,,,
,-34.1,,,,,,,DDO  53,EXTRA,,,,
,187.4,,,,,,,Ho I,EXTRA,,,,
,184.9,,,,,,,Ho I,EXTRA,,,,
,182.3,,,,,,,Ho I,EXTRA,,,,
,179.7,,,,,,,Ho I,EXTRA,,,,
,177.1,,,,,,,Ho I,EXTRA,,,,
,174.5,,,,,,,Ho I,EXTRA,,,,
,171.9,,,,,,,Ho I,EXTRA,,,,
,169.4,,,,,,,Ho I,EXTRA,,,,
,166.8,,,,,,,Ho I,EXTRA,,,,
,164.2,,,,,,,Ho I,EXTRA,,,,
,161.6,,,,,,,Ho I,EXTRA,,,,
,159.0,,,,,,,Ho I,EXTRA,,,,
,156.5,,,,,,,Ho I,EXTRA,,,,
,153.9,,,,,,,Ho I,EXTRA,,,,
,151.3,,,,,,,Ho I,EXTRA,,,,
,148.7,,,,,,,Ho I,EXTRA,,,,
,146.1,,,,,,,Ho I,EXTRA,,,,
,143.6,,,,,,,Ho I,EXTRA,,,,
,141.0,,,,,,,Ho I,EXTRA,,,,
,138.4,,,,,,,Ho I,EXTRA,,,,
,135.8,,,,,,,Ho I,EXTRA,,,,
,133.3,,,,,,,Ho I,EXTRA,,,,
,130.7,,,,,,,Ho I,EXTRA,,,,
,128.1,,,,,,,Ho I,EXTRA,,,,
,125.5,,,,,,,Ho I,EXTRA,,,,
,122.9,,,,,,,Ho I,EXTRA,,,,
,120.4,,,,,,,Ho I,EXTRA,,,,
,117.8,,,,,,,Ho I,EXTRA,,,,
,115.2,,,,,,,Ho I,EXTRA,,,,
,112.6,,,,,,,Ho I,EXTRA,,,,
,110.0,,,,,,,Ho I,EXTRA,,,,
,107.5,,,,,,,Ho I,EXTRA,,,,
,104.9,,,,,,,Ho I,EXTRA,,,,
,102.3,,,,,,,Ho I,EXTRA,,,,
,99.8,,,,,,,Ho I,EXTRA,,,,
,97.2,,,,,,,Ho I,EXTRA,,,,
,239.0,,,,,,,Ho II,EXTRA,,,,
,236.4,,,,,,,Ho II,EXTRA,,,,
,233.9,,,,,,,Ho II,EXTRA,,,,
,231.3,,,,,,,Ho II,EXTRA,,,,
,228.7,,,,,,,Ho II,EXTRA,,,,
,226.1,,,,,,,Ho II,EXTRA,,,,
,223.5,,,,,,,Ho II,EXTRA,,,,
,221.0,,,,,,,Ho II,EXTRA,,,,
,218.4,,,,,,,Ho II,EXTRA,,,,
,215.8,,,,,,,Ho II,EXTRA,,,,
,213.2,,,,,,,Ho II,EXTRA,,,,
,210.6,,,,,,,Ho II,EXTRA,,,,
,208.1,,,,,,,Ho II,EXTRA,,,,
,205.5,,,,,,,Ho II,EXTRA,,,,
,202.9,,,,,,,Ho II,EXTRA,,,,
,200.3,,,,,,,Ho II,EXTRA,,,,
,197.7,,,,,,,Ho II,EXTRA,,,,
,195.2,,,,,,,Ho II,EXTRA,,,,
,192.6,,,,,,,Ho II,EXTRA,,,,
,190.0,,,,,,,Ho II,EXTRA,,,,
,187.4,,,,,,,Ho II,EXTRA,,,,
,184.8,,,,,,,Ho II,EXTRA,,,,
,182.3,,,,,,,Ho II,EXTRA,,,,
,179.7,,,,,,,Ho II,EXTRA,,,,
,177.1,,,,,,,Ho II,EXTRA,,,,
,174.5,,,,,,,Ho II,EXTRA,,,,
,171.9,,,,,,,Ho II,EXTRA,,,,
,169.4,,,,,,,Ho II,EXTRA,,,,
,166.8,,,,,,,Ho II,EXTRA,,,,
,164.2,,,,,,,Ho II,EXTRA,,,,
,161.6,,,,,,,Ho II,EXTRA,,,,
,159.0,,,,,,,Ho II,EXTRA,,,,
,156.5,,,,,,,Ho II,EXTRA,,,,
,153.9,,,,,,,Ho II,EXTRA,,,,
,151.3,,,,,,,Ho II,EXTRA,,,,
,148.7,,,,,,,Ho II,EXTRA,,,,
,146.1,,,,,,,Ho II,EXTRA,,,,
,143.6,,,,,,,Ho II,EXTRA,,,,
,141.0,,,,,,,Ho II,EXTRA,,,,
,138.4,,,,,,,Ho II,EXTRA,,,,
,135.8,,,,,,,Ho II,EXTRA,,,,
,133.3,,,,,,,Ho II,EXTRA,,,,
,130.7,,,,,,,Ho II,EXTRA,,,,
,128.1,,,,,,,Ho II,EXTRA,,,,
,125.5,,,,,,,Ho II,EXTRA,,,,
,122.9,,,,,,,Ho II,EXTRA,,,,
,120.4,,,,,,,Ho II,EXTRA,,,,
,117.8,,,,,,,Ho II,EXTRA,,,,
,115.2,,,,,,,Ho II,EXTRA,,,,
,112.6,,,,,,,Ho II,EXTRA,,,,
,110.0,,,,,,,Ho II,EXTRA,,,,
,107.4,,,,,,,Ho II,EXTRA,,,,
,104.9,,,,,,,Ho II,EXTRA,,,,
,102.3,,,,,,,Ho II,EXTRA,,,,
,146.3,,,,,,,IC 2574,EXTRA,,,,
,143.7,,,,,,,IC 2574,EXTRA,,,,
,141.1,,,,,,,IC 2574,EXTRA,,,,
,138.6,,,,,,,IC 2574,EXTRA,,,,
,136.0,,,,,,,IC 2574,EXTRA,,,,
,133.4,,,,,,,IC 2574,EXTRA,,,,
,130.8,,,,,,,IC 2574,EXTRA,,,,
,128.2,,,,,,,IC 2574,EXTRA,,,,
,125.7,,,,,,,IC 2574,EXTRA,,,,
,123.1,,,,,,,IC 2574,EXTRA,,,,
,120.5,,,,,,,IC 2574,EXTRA,,,,
,117.9,,,,,,,IC 2574,EXTRA,,,,
,115.3,,,,,,,IC 2574,EXTRA,,,,
,112.8,,,,,,,IC 2574,EXTRA,,,,
,110.2,,,,,,,IC 2574,EXTRA,,,,
,107.6,,,,,,,IC 2574,EXTRA,,,,
,105.0,,,,,,,IC 2574,EXTRA,,,,
,102.4,,,,,,,IC 2574,EXTRA,,,,
,99.9,,,,,,,IC 2574,EXTRA,,,,
,97.3,,,,,,,IC 2574,EXTRA,,,,
,94.7,,,,,,,IC 2574,EXTRA,,,,
,92.1,,,,,,,IC 2574,EXTRA,,,,
,89.6,,,,,,,IC 2574,EXTRA,,,,
,87.0,,,,,,,IC 2574,EXTRA,,,,
,84.4,,,,,,,IC 2574,EXTRA,,,,
,81.8,,,,,,,IC 2574,EXTRA,,,,
,79.2,,,,,,,IC 2574,EXTRA,,,,
,76.7,,,,,,,IC 2574,EXTRA,,,,
,74.1,,,,,,,IC 2574,EXTRA,,,,
,71.5,,,,,,,IC 2574,EXTRA,,,,
,68.9,,,,,,,IC 2574,EXTRA,,,,
,66.4,,,,,,,IC 2574,EXTRA,,,,
,63.8,,,,,,,IC 2574,EXTRA,,,,
,61.2,,,,,,,IC 2574,EXTRA,,,,
,58.6,,,,,,,IC 2574,EXTRA,,,,
,56.0,,,,,,,IC 2574,EXTRA,,,,
,53.5,,,,,,,IC 2574,EXTRA,,,,
,50.9,,,,,,,IC 2574,EXTRA,,,,
,48.3,,,,,,,IC 2574,EXTRA,,,,
,45.7,,,,,,,IC 2574,EXTRA,,,,
,43.2,,,,,,,IC 2574,EXTRA,,,,
,40.6,,,,,,,IC 2574,EXTRA,,,,
,38.0,,,,,,,IC 2574,EXTRA,,,,
,35.4,,,,,,,IC 2574,EXTRA,,,,
,32.8,,,,,,,IC 2574,EXTRA,,,,
,30.3,,,,,,,IC 2574,EXTRA,,,,
,27.7,,,,,,,IC 2574,EXTRA,,,,
,25.1,,,,,,,IC 2574,EXTRA,,,,
,22.5,,,,,,,IC 2574,EXTRA,,,,
,20.0,,,,,,,IC 2574,EXTRA,,,,
,17.4,,,,,,,IC 2574,EXTRA,,,,
,14.8,,,,,,,IC 2574,EXTRA,,,,
,12.2,,,,,,,IC 2574,EXTRA,,,,
,9.7,,,,,,,IC 2574,EXTRA,,,,
,7.1,,,,,,,IC 2574,EXTRA,,,,
,4.5,,,,,,,IC 2574,EXTRA,,,,
,1.9,,,,,,,IC 2574,EXTRA,,,,
,-0.7,,,,,,,IC 2574,EXTRA,,,,
,-3.2,,,,,,,IC 2574,EXTRA,,,,
,-5.8,,,,,,,IC 2574,EXTRA,,,,
,-8.4,,,,,,,IC 2574,EXTRA,,,,
,-11.0,,,,,,,IC 2574,EXTRA,,,,
,-13.5,,,,,,,IC 2574,EXTRA,,,,
,-16.1,,,,,,,IC 2574,EXTRA,,,,
,-18.7,,,,,,,IC 2574,EXTRA,,,,
,-21.3,,,,,,,IC 2574,EXTRA,,,,
,-23.8,,,,,,,IC 2574,EXTRA,,,,
,-26.4,,,,,,,IC 2574,EXTRA,,,,
,-29.0,,,,,,,IC 2574,EXTRA,,,,
,-31.6,,,,,,,IC 2574,EXTRA,,,,
,-34.1,,,,,,,IC 2574,EXTRA,,,,
,-36.7,,,,,,,IC 2574,EXTRA,,,,
,-39.3,,,,,,,IC 2574,EXTRA,,,,
,-41.9,,,,,,,IC 2574,EXTRA,,,,
,-44.4,,,,,,,IC 2574,EXTRA,,,,
,-47.0,,,,,,,IC 2574,EXTRA,,,,
,-49.6,,,,,,,IC 2574,EXTRA,,,,
,-52.2,,,,,,,IC 2574,EXTRA,,,,
,-54.7,,,,,,,IC 2574,EXTRA,,,,
,-57.3,,,,,,,IC 2574,EXTRA,,,,
,-59.9,,,,,,,IC 2574,EXTRA,,,,
,-62.5,,,,,,,IC 2574,EXTRA,,,,
,-65.0,,,,,,,IC 2574,EXTRA,,,,
,137.4,,,,,,,M81 DwA,EXTRA,,,,
,136.2,,,,,,,M81 DwA,EXTRA,,,,
,134.9,,,,,,,M81 DwA,EXTRA,,,,
,133.6,,,,,,,M81 DwA,EXTRA,,,,
,132.3,,,,,,,M81 DwA,EXTRA,,,,
,131.0,,,,,,,M81 DwA,EXTRA,,,,
,129.8,,,,,,,M81 DwA,EXTRA,,,,
,128.5,,,,,,,M81 DwA,EXTRA,,,,
,127.2,,,,,,,M81 DwA,EXTRA,,,,
,125.9,,,,,,,M81 DwA,EXTRA,,,,
,124.6,,,,,,,M81 DwA,EXTRA,,,,
,123.3,,,,,,,M81 DwA,EXTRA,,,,
,122.0,,,,,,,M81 DwA,EXTRA,,,,
,120.7,,,,,,,M81 DwA,EXTRA,,,,
,119.4,,,,,,,M81 DwA,EXTRA,,,,
,118.2,,,,,,,M81 DwA,EXTRA,,,,
,116.9,,,,,,,M81 DwA,EXTRA,,,,
,115.6,,,,,,,M81 DwA,EXTRA,,,,
,114.3,,,,,,,M81 DwA,EXTRA,,,,
